Content,Likes,Retweets,Replies,Quotes,Views,Labels,cleaned_sentence,encoded_labels
"@MultiChoice_Kenya discounts DStv Compact subscription by 10% for those bundling @Safaricom Home Fibre (Bronze) with DStv Stream ===&gt; total cost per month is Kshs 6,399 https://t.co/wTKmlqjyun",0,0,0,0,157,Neutral,MultiChoiceKenya discounts DStv Compact subscription by 10 for those bundling Safaricom Home Fibre Bronze with DStv Stream gt total cost per month is Kshs 6399,6
"Africa the most beautiful continent in the world, chose Africa chose life, full of native plants, #Africa unity must occur and we will win it.@life got better @safaricom the better option@Batack Obama #Mpesa,the founder of mobile money transfer @jeremycruel2",3,0,1,0,0,Neutral,Africa the most beautiful continent in the world chose Africa chose life full of native plants Africa unity must occur and we will win itlife got better safaricom the better optionBatack Obama Mpesathe founder of mobile money transfer jeremycruel2,6
"@safaricom

*126#
3.Redeem Bonga Points
3. Free Internet",0,0,0,0,0,Neutral,safaricom 126 3Redeem Bonga Points 3 Free Internet,6
@isaacka01055094 @safaricom It could be that some background data on your phone is consuming your data. Kindly switch it off to avoid unnecessary use of data.^Jamo,0,0,0,0,0,Neutral,isaacka01055094 safaricom It could be that some background data on your phone is consuming your data Kindly switch it off to avoid unnecessary use of dataJamo,6
"@kennedy_maitha @BenjaNyabera @mugendijames778 @SafaricomPLC @Safaricom_Care @safaricom RTT are scammers , that paybill should remain closed",1,0,1,0,0,MPESA complaint,kennedymaitha BenjaNyabera mugendijames778 SafaricomPLC SafaricomCare safaricom RTT are scammers that paybill should remain closed,4
"@vivimagero @safaricom Sad still, u get the uncountable messages, then after a while they go silent!!! The promo ended....hivo tu.",0,0,1,0,0,Internet or airtime bundle complaint,vivimagero safaricom Sad still u get the uncountable messages then after a while they go silent The promo endedhivo tu,3
@TheMCSK @Safaricom We are going to court this year ladies and gentlemen. I bet you thought we never would. You will be compelled to explain your foolery before the court and I am pressing for major damages.,0,0,0,0,41,Customer care complaint,TheMCSK Safaricom We are going to court this year ladies and gentlemen I bet you thought we never would You will be compelled to explain your foolery before the court and I am pressing for major damages,0
"@aniniwafula @safaricom Let's report,",1,0,0,0,61,Neutral,aniniwafula safaricom let us report,6
@IdahWaringa @safaricom Damn,2,0,0,0,307,Neutral,IdahWaringa safaricom Damn,6
@Safaricom_Care @safaricom care,0,0,0,0,0,Neutral,SafaricomCare safaricom care,6
Ni kama hii internet bado tunapewa 2g. @safaricom,1,0,0,0,32,Internet or airtime bundle complaint,Ni kama hii internet bado tunapewa 2g safaricom,3
"@safaricom, what's happening with network today, Mpesa delays.",0,1,0,0,0,Network reliability problem,safaricom what is happening with network today Mpesa delays,5
@mlevi_hatari @TelkomKenya @safaricom Why???,0,0,0,0,0,Neutral,mlevihatari TelkomKenya safaricom Why,6
@wizaj @safaricom Wow 😳,0,0,0,0,0,Neutral,wizaj safaricom Wow,6
@omwambaKE @Safaricom my credit always vanishes even after unsubscribing  to many promotion SMS,0,0,0,0,16,Customer care complaint,omwambaKE Safaricom my credit always vanishes even after unsubscribing to many promotion SMS,0
"@safaricom I made the wrong transaction, 100/ 234 isnt giving me options to speak to an agent to explain why I havent received my money back after 3 reversal attempts.
Help",0,0,0,0,0,Customer care complaint,safaricom I made the wrong transaction 100 234 isnt giving me options to speak to an agent to explain why I havent received my money back after 3 reversal attempts Help,0
"@Safaricom Are you really caring for your clients here or you seem to be present on this platform for PR.

You never resolve a single issue with any of your customers here.
@Safaricom_Care",1,0,2,0,74,Customer care complaint,Safaricom Are you really caring for your clients here or you seem to be present on this platform for PR You never resolve a single issue with any of your customers here SafaricomCare,0
"@Safaricom_Care So is there legal implacations for such fraudsters because I believe @safaricom is aware of such behaviors, they claim claims to be working from inside safaricom",0,0,0,0,0,Data protection and privacy concern,SafaricomCare So is there legal implacations for such fraudsters because I believe safaricom is aware of such behaviors they claim claims to be working from inside safaricom,1
"Kenya is rank very high in IT world,Thanks to the person who come up with mpesa app @safaricom your the better option https://t.co/lFOWrgxNZ2",1,0,0,0,0,Neutral,Kenya is rank very high in IT worldThanks to the person who come up with mpesa app safaricom your the better option,6
"@SafaricomPLC Dear @safaricom, why are you not making your apps accessible to the blind who use screenreaders?",0,0,1,0,36,Data protection and privacy concern,SafaricomPLC Dear safaricom why are you not making your apps accessible to the blind who use screenreaders,1
"Nixon shared that @Safaricom has 700 #developers, and for Mpesa alone, there are about 100 developers.

As a DevOps Engineer, his role involves a mix of skills—coding, managing infrastructure, handling system administration, and mastering DevOps toolchains.

#eMobilisGrad2023 https://t.co/oJNn90AfLt",1,1,1,0,328,Neutral,Nixon shared that Safaricom has 700 developers and for Mpesa alone there are about 100 developers As a DevOps Engineer his role involves a mix of skillscoding managing infrastructure handling system administration and mastering DevOps toolchains eMobilisGrad2023,6
@Samooner @safaricom Struggled with @SafaricomPLC 4G/LTE connection earlier in South C/Nairobi West. Haven't used it since - couldn't connect.,1,0,0,0,0,Network reliability problem,Samooner safaricom Struggled with SafaricomPLC 4GLTE connection earlier in South CNairobi West have not used it since could not connect,5
@safaricom you should fire all Azimio employees in your company,0,0,0,0,13,Hate Speech,safaricom you should fire all Azimio employees in your company,2
"And those payments were facilitated by telcos, accountants and bankers. So @Safaricom, @ICPAK @KenyaBankers need to tell the public how this money is being disbursed.",173,130,0,0,5098,Neutral,And those payments were facilitated by telcos accountants and bankers So Safaricom ICPAK KenyaBankers need to tell the public how this money is being disbursed,6
@BigMitchUpgrade @DrKanyuira @safaricom fiber will always be up,0,0,1,0,25,Neutral,BigMitchUpgrade DrKanyuira safaricom fiber will always be up,6
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia This deal is probably the reason why Britain is unable to stand up for human rights in Ethiopia.,13,9,1,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia This deal is probably the reason why Britain is unable to stand up for human rights in Ethiopia,6
@herine_lando @Safaricom_Care @Safaricom only exists to steal from Kenya... They won't believe,0,0,0,0,24,Hate Speech,herinelando SafaricomCare Safaricom only exists to steal from Kenya They will not believe,2
I am very disappointed and concerned with @safaricom .How do I get subscribed to this premium services without my knowledge. Are you even in control of your services. How can I get a refund! https://t.co/YLcme6Oycn,0,0,0,0,147,Data protection and privacy concern,I am very disappointed and concerned with safaricom How do I get subscribed to this premium services without my knowledge Are you even in control of your services How can I get a refund,1
@safaricom I withdraw money on wrong agent on Sunday today is Wednesday haven't Seen the reversal what is not happening?,0,0,1,0,0,MPESA complaint,safaricom I withdraw money on wrong agent on Sunday today is Wednesday have not Seen the reversal what is not happening,4
"@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia ending the conflict must be for your geopolitical interest, it should be the suffering of the people of Tigray. Do you really care about humanity ?",1,0,0,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia ending the conflict must be for your geopolitical interest it should be the suffering of the people of Tigray Do you really care about humanity,6
"Yes, due to the reduced business operation costs @UDPKenya @actionnetwork @fkekenya @safaricom @CBMKenya #DisabilityInclutionKE #ZeroBarriersforPWDs @mwavunah1 @nnteere @ChirieFaustine",1,1,0,0,0,Neutral,Yes due to the reduced business operation costs UDPKenya actionnetwork fkekenya safaricom CBMKenya DisabilityInclutionKE ZeroBarriersforPWDs mwavunah1 nnteere ChirieFaustine,6
"@safaricomPLC @safaricom care 
kindly resend Default APN setting, I can't Access internet nor brwse",0,0,0,0,0,Internet or airtime bundle complaint,safaricomPLC safaricom care kindly resend Default APN setting I cannot Access internet nor brwse,3
"Starlink should be welcomed @safaricom has been feedin' fraudsters who send us ` landlord change of account sms 'and other con games ,Zero security on customers, I lost money some times back they refused to investigate or close the lines
#Maandamano 
#Safaricom 
#Starlink",3,0,0,0,329,Data protection and privacy concern,Starlink should be welcomed safaricom has been feedin fraudsters who send us landlord change of account sms and other con games Zero security on customers I lost money some times back they refused to investigate or close the lines Maandamano Safaricom Starlink,1
Hey @safaricom wacheni kuniibia,0,0,0,0,21,Customer care complaint,Hey safaricom wacheni kuniibia,0
"@omwambaKE @safaricom Plc,@safaricom care tried everything to replace my number and got airtime of shs 1000 plus, but finally sold it to new constomer",0,0,1,0,46,Customer care complaint,omwambaKE safaricom Plcsafaricom care tried everything to replace my number and got airtime of shs 100 plus but finally sold it to new constomer,0
@OleMutaii @castrofy26 @safaricom Get what 🤣 #SafaricomForYou,3,0,0,0,0,Neutral,OleMutaii castrofy26 safaricom Get what SafaricomForYou,6
@HELBpage @safaricom @HELBpage nadial 642 lakini inasema try again later for 2weeks na siwezi acces surepayy what's happening,0,0,0,0,4,Network reliability problem,HELBpage safaricom HELBpage nadial 642 lakini inasema try again later for 2weeks na siwezi acces surepayy what is happening,5
"@rahulharia @safaricom @FaibaJTL @Airtel I have used Safaricom 5G and Airtel 5G extensively as well as JTL Faiba and all of them work pretty well for me. Like I said in the post, I had a bad experience due to obstructions in Nairobi but it was fantastic in Nanyuki. It matters.",0,0,1,0,255,Neutral,rahulharia safaricom FaibaJTL Airtel I have used Safaricom 5G and Airtel 5G extensively as well as JTL Faiba and all of them work pretty well for me Like I said in the post I had a bad experience due to obstructions in Nairobi but it was fantastic in Nanyuki It matters,6
"@Zuku_WeCare @Achichi65 Mine too is extremely slow !!! I can’t get any work done. Account 120368
Really considering @safaricom",0,0,1,0,0,Internet or airtime bundle complaint,ZukuWeCare Achichi65 Mine too is extremely slow I cant get any work done Account 120368 Really considering safaricom,3
"@bonifacemwangi @RobertAlai @PeterNdegwa_ I miss it too.
@safaricom bring back the Jazz Festival please.",0,0,0,0,338,Neutral,bonifacemwangi RobertAlai PeterNdegwa I miss it too safaricom bring back the Jazz Festival please,6
"Wishing all the KCPE candidates success.
Thank you @safaricom @ajumalimited@ogola1_kevin @mainalilian for the opportunity.#peace. https://t.co/Y7rkbSWGxM",0,0,0,0,0,Neutral,Wishing all the KCPE candidates success Thank you safaricom ajumalimitedogola1kevin mainalilian for the opportunitypeace,6
"Just when i thought I was home with @safaricom home fibre, there they go with a project aimed at losing clients hence reduced revenue....",3,0,0,0,0,Network reliability problem,Just when i thought I was home with safaricom home fibre there they go with a project aimed at losing clients hence reduced revenue,5
@wildJohnte @iconic_gravity @TelkomKenya 😂😂@safaricom imewanyima okoa data,4,0,2,0,0,Internet or airtime bundle complaint,wildJohnte iconicgravity TelkomKenya safaricom imewanyima okoa data,3
@mauya_jon @Safaricom_Care @safaricom Lazma waone hii,2,0,1,0,0,Neutral,mauyajon SafaricomCare safaricom Lazma waone hii,6
"My ISP alijiona mtamu nikamtoka, sai sina net and @safaricom wamenigeuza cash cow, how does 500mb ishaa na nimebrowse twitter kitu 2hrs, no videos played.",0,0,0,0,23,Internet or airtime bundle complaint,My ISP alijiona mtamu nikamtoka sai sina net and safaricom wamenigeuza cash cow how does 500mb ishaa na nimebrowse twitter kitu 2hrs no videos played,3
@safaricom Sitting in Sarit center outlet. Past 1 hour just 5 numbers attended. 3 counters are without executives.,0,0,0,0,21,Customer care complaint,safaricom Sitting in Sarit center outlet Past 1 hour just 5 numbers attended 3 counters are without executives,0
"#Kenya climate meet 15 billion shilling record #ESG syndicated loan @Safaricom. Carbon credit trade law pass, telecoms mobile money rollout #Ethiopia new #BRICS member. #SouthAfrica/#Mozambique Prez attend #Zimbabwe 2nd Mnangawa term inaugurate no legal recount. #EmergingMarkets",1,0,0,0,147,Neutral,Kenya climate meet 15 billion shilling record ESG syndicated loan Safaricom Carbon credit trade law pass telecoms mobile money rollout Ethiopia new BRICS member SouthAfricaMozambique Prez attend Zimbabwe 2nd Mnangawa term inaugurate no legal recount EmergingMarkets,6
"...an attractive option for both consumers and businesses. @Safaricom, which has enjoyed a near-monopoly in Kenya’s telecommunications market for years, has found itself in a position of vulnerability. The company’s traditional business model, reliant on high data rates and...",0,0,1,0,36,Neutral,an attractive option for both consumers and businesses Safaricom which has enjoyed a nearmonopoly in Kenyas telecommunications market for years has found itself in a position of vulnerability The companys traditional business model reliant on high data rates and,6
"Hey have you heard of this amazing things.....join @Safaricom , @ProGas , @toyota and national media group to this adventure On Wowzi
Provide your details on https://t.co/DSOJ8W6F6p to get a product demo from Wowzi....
@wowzi_ke 
#ReachMoreWithWowzi https://t.co/G0a76gQLDI https://t.co/kv3yO1db6i",9,4,0,0,0,Neutral,Hey have you heard of this amazing thingsjoin Safaricom ProGas toyota and national media group to this adventure On Wowzi Provide your details on to get a product demo from Wowzi wowzike ReachMoreWithWowzi,6
"@Safaricom is a painful provider. Your wait times are a punishment to the customer. Also, there is no way you call this customer service. Anyway, we are stuck with you, right?",0,0,0,0,9,Customer care complaint,Safaricom is a painful provider Your wait times are a punishment to the customer Also there is no way you call this customer service Anyway we are stuck with you right,0
"@muindi_elijah @Environment_Ke @NemaKenya @netfund @PACJA1 @WWF @Greenpeace @kfs @kws @kwta @Fibanda1 @safaricom @DrAlfredMutua @MachakosC @anitasoina @citizentv @Karimi_Karen Well put Bro...👊👌
#KeepMachakosCountyBreathing
@Environment_Ke",1,1,0,0,0,Neutral,muindielijah EnvironmentKe NemaKenya netfund PACJA1 WWF Greenpeace kfs kws kwta Fibanda1 safaricom DrAlfredMutua MachakosC anitasoina citizentv KarimiKaren Well put Bro KeepMachakosCountyBreathing EnvironmentKe,6
@KenyaPower_Care @safaricom @KenyaPower_Care and @Safaricom_Care you might be good friends i imagine. Hold a meeting of friends and resolve your issues so we may find light.,0,0,0,0,0,Neutral,KenyaPowerCare safaricom KenyaPowerCare and SafaricomCare you might be good friends i imagine Hold a meeting of friends and resolve your issues so we may find light,6
@safaricom thank you safaricom for always support kenyans,0,0,0,0,0,Neutral,safaricom thank you safaricom for always support kenyans,6
@ntvkenya Byeee @Safaricom,0,0,0,0,160,Neutral,ntvkenya Byee Safaricom,6
Atleast thanks @safaricom blaze  bundles you made my day https://t.co/3qu2yamxgU,0,0,0,0,0,Neutral,Atleast thanks safaricom blaze bundles you made my day,6
@georgenjoroge_ @safaricom you are out enemy,0,0,0,0,37,Hate Speech,georgenjoroge safaricom you are out enemy,2
@Honeyfarsafi @Safaricom_Care I bought 50bob minutes they brought it twice because I had an airtime of 100bob when I tried to call them and consult about the inconvenience they told me I have bought twice kutoka hiyo siku sijawahi recover @safaricom care ni scam,0,0,0,0,160,Internet or airtime bundle complaint,Honeyfarsafi SafaricomCare I bought 50bob minutes they brought it twice because I had an airtime of 100bob when I tried to call them and consult about the inconvenience they told me I have bought twice kutoka hiyo siku sijawahi recover safaricom care ni scam,3
"Special thanks for all those took part and readers too... tomorrow same time tweeps.
@Karimi_Karen 
@DrAlfredMutua 
@UNEP
@NemaKenya
@UnEnvironment
@NetFund
@Pacja1
@Wwf @GreenPeace
@Kfs @Kws @KWTA
@Fibanda1
@Safaricom
@citizentvkenya 
@spheelmodels 
@muindi_elijah 
@anitasoina https://t.co/yGwQYqNhwA",11,8,1,0,0,Neutral,Special thanks for all those took part and readers too tomorrow same time tweeps KarimiKaren DrAlfredMutua UNEP NemaKenya UnEnvironment NetFund Pacja1 Wwf GreenPeace Kfs Kws KWTA Fibanda1 Safaricom citizentvkenya spheelmodels muindielijah anitasoina,6
"I support this idea💯. Our freedom of privacy must never be infringed, not for any reason without an individual's consent. That only translates to impunity which has been overtaken by time. Educated the masses but don't threaten the masses. Before @safaricom was the masses were.",10,2,1,0,0,Data protection and privacy concern,I support this idea Our freedom of privacy must never be infringed not for any reason without an individuals consent That only translates to impunity which has been overtaken by time Educated the masses but do not threaten the masses Before safaricom was the masses were,1
@ledamalekina @safaricom $0.00M or Kes 0,1,0,0,0,0,Neutral,ledamalekina safaricom 00M or Kes 0,6
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia #TPLFMustGo,0,0,0,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia TPLFMustGo,6
"@Safaricom PLC, thanks for supporting @EliudKipchoge",0,0,0,0,0,Neutral,Safaricom PLC thanks for supporting EliudKipchoge,6
@safaricom what is a mobile network bwana? This is Telkom Kenya behavior?,0,0,0,0,0,Network reliability problem,safaricom what is a mobile network bwana This is Telkom Kenya behavior,5
"@SafaricomPLC @safaricom and other Telco companies requiring customers to use *100*100# to block Sim swap is an understatement for a Tech company.
What happened to the validation rules, general and group policy for managing users in a system?",0,0,1,0,0,Data protection and privacy concern,SafaricomPLC safaricom and other Telco companies requiring customers to use 100100 to block Sim swap is an understatement for a Tech company What happened to the validation rules general and group policy for managing users in a system,1
@mohamedbakuly @SafaricomPLC @canva @safaricom Inbox them . They do reply.,1,0,1,0,13,Neutral,mohamedbakuly SafaricomPLC canva safaricom Inbox them They do reply,6
"@_James041 What did kenyans expect? There was a sign at mass shooting in Githurai and then you heard the cremation that happened at the barracks.Why did @Kplckenya1power and @Safaricom switched off the services.""EVIDENCE"" they did not want any  loopholes.",41,5,0,0,1716,Hate Speech,James041 What did kenyans expect There was a sign at mass shooting in Githurai and then you heard the cremation that happened at the barracksWhy did Kplckenya1power and Safaricom switched off the servicesEVIDENCE they did not want any loopholes,2
"Simplicity it the ultimate sophistication [attributed to Leonardo from Vinci]
Immensely grateful to the M-PESA team @Safaricom for giving our team the opportunity to work on this project. #TheFutureofMoney

#teamwork https://t.co/aRW4clDbtA",0,0,0,0,0,Neutral,Simplicity it the ultimate sophistication attributed to Leonardo from Vinci Immensely grateful to the MPESA team Safaricom for giving our team the opportunity to work on this project TheFutureofMoney teamwork,6
"@hustler_tm1 I use seacom.
I'd recommend  walk around your mtaa, most of this WiFi service providers have advertised on almost all electricity posts &amp; their connection is reliable &amp; efficient.
We've been brainwashed to look only @safaricom but on the ground there's better",2,0,0,0,0,Neutral,hustlertm1 I use seacom I would recommend walk around your mtaa most of this WiFi service providers have advertised on almost all electricity posts amp their connection is reliable amp efficient we have been brainwashed to look only safaricom but on the ground there is better,6
@Honeyfarsafi @safaricom. Yesterday I bought airtime of 100. Bought sh 75 data. Checking balance found sh 1. Where did my 24 bob disappear to?,0,0,0,0,87,Internet or airtime bundle complaint,Honeyfarsafi safaricom Yesterday I bought airtime of 100 Bought sh 75 data Checking balance found sh 1 Where did my 24 bob disappear to,3
"@mytradesignals @MwangoCapital @safaricom @AIRTEL_KE @TelkomKenya @CA_Kenya @NationAfrica @nderi_j @NelsonHavi @KellyGitahi @TonyMurega @SheilahBirgen @bankelele @MaudhuiHouse @kinjeketile @kirigwi As you can see, we need to be very careful with who we employ in these parastals...The Question here is Does that Chiloba Fellow know what he is supposed to do in that office?.",1,0,0,0,0,Neutral,mytradesignals MwangoCapital safaricom AIRTELKE TelkomKenya CAKenya NationAfrica nderij NelsonHavi KellyGitahi TonyMurega SheilahBirgen bankelele MaudhuiHouse kinjeketile kirigwi As you can see we need to be very careful with who we employ in these parastalsThe Question here is Does that Chiloba Fellow know what he is supposed to do in that office,6
"Hello @Safaricom_Care is it possible to get my mpesa statement from 8 th this month to today?
Kuna kaukora watu wa @nhifkenya wanataka kunichezea.
@Safaricom",0,0,1,0,67,MPESA complaint,Hello SafaricomCare is it possible to get my mpesa statement from 8 th this month to today Kuna kaukora watu wa nhifkenya wanataka kunichezea Safaricom,4
"@mutuma_mathiu @SafaricomPLC @elonmusk @safaricom 
You're finished",0,0,0,0,4,Hate Speech,mutumamathiu SafaricomPLC elonmusk safaricom you are finished,2
@SGakami @flyandsly @salimishmael_ @safaricom @SafaricomPLC  change this nonsense.,0,0,0,0,17,Neutral,SGakami flyandsly salimishmael safaricom SafaricomPLC change this nonsense,6
"@OmoroGadla @safaricom Hello Omoro, please engage us by calling 2222 for a quick resolution. We apologize for the delayed response. ^Aj",0,0,0,0,0,Customer care complaint,OmoroGadla safaricom Hello Omoro please engage us by calling 22 for a quick resolution We apologize for the delayed response Aj,0
@joy17mwende @safaricom 😂😂😂,0,0,0,0,13,Neutral,joy17mwende safaricom,6
"@safaricom
Niko na swali",0,0,0,0,0,Neutral,safaricom Niko na swali,6
@Kimuzi_ umenyamazia @safaricom saana,0,0,0,0,18,Neutral,Kimuzi umenyamazia safaricom saana,6
"This ground hosts more than 30 children of the community.thanks to the brave youth group..this kids have a clean and safe playground
#changingfacescompetition5
@NMS_Kenya @UNHABITAT @dreamtownngo @drew @Environment_Ke @omaresammy @safaricom https://t.co/gqz963Q2GW",3,0,0,0,0,Neutral,This ground hosts more than 30 children of the communitythanks to the brave youth groupthis kids have a clean and safe playground changingfacescompetition5 NMSKenya UNHABITAT dreamtownngo drew EnvironmentKe omaresammy safaricom,6
"If only devolution and the government could paint the entire country green with development and employment just like.
 @safaricom @Mpesa.",2,0,0,0,0,Neutral,If only devolution and the government could paint the entire country green with development and employment just like safaricom Mpesa,6
@Safaricom Your internet access has gone from average to shite!,0,0,0,0,0,Internet or airtime bundle complaint,Safaricom Your internet access has gone from average to shite,3
@Safaricom snapped with the tiktok bundle actually.,0,0,0,0,25,Internet or airtime bundle complaint,Safaricom snapped with the tiktok bundle actually,3
"@sautisol @safaricom Damn, am late",0,0,0,0,0,Neutral,sautisol safaricom Damn am late,6
"@Safaricom_Care  when are you fixing the Mpesa business App?
@safaricom",0,0,1,0,86,MPESA complaint,SafaricomCare when are you fixing the Mpesa business App safaricom,4
"@safaricom     where are this minutes?    Congratulations!  You  have  received  FREE  100  Minutes  valid  24hrs ,  send bal to 144 to check balance Stay  connected  to  Family  &amp;  friends!",0,0,0,0,0,Neutral,safaricom where are this minutes Congratulations You have received FREE 100 Minutes valid 24hrs send bal to 144 to check balance Stay connected to Family amp friends,6
@mohamedbakuly @akama_lewis @SafaricomPLC @canva @safaricom si unipee squad  nipige hizo edits zako za  canva mzee..,1,0,0,0,14,Neutral,mohamedbakuly akamalewis SafaricomPLC canva safaricom si unipee squad nipige hizo edits zako za canva mzee,6
@Safaricom you lied to us!!!,0,0,0,0,6,Customer care complaint,Safaricom you lied to us,0
@safaricom so undersea cables were fixed overnight. We are not stupid. Safaricom s*cks #rejectfinancebill2024.,1,0,0,0,26,Network reliability problem,safaricom so undersea cables were fixed overnight We are not stupid Safaricom scks rejectfinancebill2024,5
@YoungMartinKE @safaricom That's why we invented the 10 Bob 100mbs for poor people like you. It's seems we have to go lower to 5 bob,1,0,0,1,0,Hate Speech,YoungMartinKE safaricom that is why we invented the 10 Bob 100mbs for poor people like you it is seems we have to go lower to 5 bob,2
"UNSA Chair Melvin, Charles Sunkuli-PS State Department Of Youth Affairs, Ndegwa-Safcom CEO,Prof Kiama VC UON &amp; Prof Hutchinson @Safaricom  #UNYouthEnvoy #UNECOSOC #UNDESA #UNMGCY #icmyo #Youth2030 #GlobalGoals #YouthLead via Whova event app https://t.co/NbyY9tTVzY https://t.co/JgGtVigYHc",0,1,0,0,0,Neutral,UNSA Chair Melvin Charles SunkuliPS State Department Of Youth Affairs NdegwaSafcom CEOProf Kiama VC UON amp Prof Hutchinson Safaricom UNYouthEnvoy UNECOSOC UNDESA UNMGCY icmyo Youth2030 GlobalGoals YouthLead via Whova event app,6
@SafaricomPLC @E_Waititu @safaricom check inbox for number please call me i need your help urgently,0,0,1,0,110,Customer care complaint,SafaricomPLC EWaititu safaricom check inbox for number please call me i need your help urgently,0
@safaricom. Net yenu sahi haiwezi hata shika samaki,1,0,0,0,12,Network reliability problem,safaricom Net yenu sahi haiwezi hata shika samaki,5
@Goddie_Ke People should avoid @safaricom @SafaricomPLC,0,0,0,0,336,Neutral,GoddieKe People should avoid safaricom SafaricomPLC,6
hey @safaricom mnaeza nitumiako kha mia ?,0,0,0,0,0,Neutral,hey safaricom mnaeza nitumiako kha mia,6
@davide_tommasin @vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia @ayder_hospital #AskTPLF,0,0,0,0,0,Neutral,davidetommasin vickyford safaricom vodafone BritishIntInv UKinEthiopia ayderhospital AskTPLF,6
"@Anonymous26310 Hi Anonymous, send an email to https://t.co/8fpSr57ev5 @safaricom.co.ke for help. ^OG",0,0,0,0,0,Neutral,Anonymous26310 Hi Anonymous send an email to safaricomcoke for help OG,6
"Red zone is up coming platform that will search n nature bring out the  talents of the  youths  in streets universities colleges churches and all localities. 
Rap battles, dancing battles, poets, comedians, fashionistas, designers, Models etc 
@SakajaJohnson @redbull @Safaricom https://t.co/OxLeN5husr",0,1,0,0,0,Neutral,Red zone is up coming platform that will search n nature bring out the talents of the youths in streets universities colleges churches and all localities Rap battles dancing battles poets comedians fashionistas designers Models etc SakajaJohnson redbull Safaricom,6
"@kipchumbakemei @safaricom Hi Kipchumba, apologies for that experience, kindly do DM the affected number, the affected service, exact location and the nearest land mark e.g school, church or hospital for further follow up on the issue.^Caro",0,0,0,0,0,Customer care complaint,kipchumbakemei safaricom Hi Kipchumba apologies for that experience kindly do DM the affected number the affected service exact location and the nearest land mark eg school church or hospital for further follow up on the issueCaro,0
What is wrong with @safaricom and @mpesa why are they charging for mpesa services. Do i have to pay money to use mpesa.. this is so disappointing,1,0,1,0,0,MPESA complaint,What is wrong with safaricom and mpesa why are they charging for mpesa services Do i have to pay money to use mpesa this is so disappointing,4
@AminaAhmad007 @Safaricom fibre,0,0,1,0,143,Neutral,AminaAhmad007 Safaricom fibre,6
@safaricom care mpesa NIO7SRG07T yet to reach it destination 0727287615 and thankyou for not being concerned,0,0,0,0,0,MPESA complaint,safaricom care mpesa NIO7SRG07T yet to reach it destination 0727287615 and thankyou for not being concerned,4
"@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia Do you you feel ashamed to talk about @telecome  and @VodafoneGroup when there is active genocide is happening as you speak. Shame on you @vickyford, the people of #Tigray under sieges, killed, bombardment and you talk about investment. No humanity",0,0,0,0,0,Hate Speech,vickyford safaricom vodafone BritishIntInv UKinEthiopia Do you you feel ashamed to talk about telecome and VodafoneGroup when there is active genocide is happening as you speak Shame on you vickyford the people of Tigray under sieges killed bombardment and you talk about investment No humanity,2
"Join the ultimate laughter experience with #ChurchillShow and @Safaricom.

STREAM the Laugh Industry's LAUGH LIVE FESTIVAL for ONLY 1 BOB at https://t.co/mkWAMZgoJg this FRIDAY at 11:00 AM.

Churchill Show Is Back &amp; Kenya Biggest Comedyshow https://t.co/i5xk9bpzs0",0,0,0,0,83,Neutral,Join the ultimate laughter experience with ChurchillShow and Safaricom STREAM the Laugh Industrys LAUGH LIVE FESTIVAL for ONLY 1 BOB at this FRIDAY at 1100 AM Churchill Show Is Back amp Kenya Biggest Comedyshow,6
"@tek_kenya @Environment_Ke @NemaKenya @netfund @PACJA1 @WWF @Greenpeace @kfs @kws @kwta @Fibanda1 @safaricom @DrAlfredMutua @KeForestService @spheelmodels @k24 @MachakosC Which includes the very minor life which are the micro organisms,which really count on a life cycle of living creatures.Minus these life is like a short circuit...it won't be complete at all..at all!",2,2,1,0,0,Neutral,tekkenya EnvironmentKe NemaKenya netfund PACJA1 WWF Greenpeace kfs kws kwta Fibanda1 safaricom DrAlfredMutua KeForestService spheelmodels k24 MachakosC Which includes the very minor life which are the micro organismswhich really count on a life cycle of living creaturesMinus these life is like a short circuitit will not be complete at allat all,6
@safaricom is the enemy.,0,0,0,0,8,Hate Speech,safaricom is the enemy,2
Kwribu nimiss this big show #10over10 @WillisRaburu juu ya Tv ... Thanks to @safaricom for free 500 mbs... Lazima nistream zotee https://t.co/wtM3WU9Jja,1,0,0,0,0,Neutral,Kwribu nimiss this big show 10over10 WillisRaburu juu ya Tv Thanks to safaricom for free 500 mbs Lazima nistream zotee,6
"Claim: @amerix tweeted that @Safaricom had disabled M-Pesa payments for Starlink internet services.

Fact: Misleading, Safaricom refuted claims on their X account that it had cancelled the option to pay for Starlink Internet via M-Pesa.
#iVerifyKE #FactsMatterKE https://t.co/eCewQnIfla",9,6,1,0,585,Neutral,Claim amerix tweeted that Safaricom had disabled MPesa payments for Starlink internet services Fact Misleading Safaricom refuted claims on their X account that it had cancelled the option to pay for Starlink Internet via MPesa iVerifyKE FactsMatterKE,6
