Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text,processed_text
safaricomplc thankyou safaricom plc i visited safaricom house eldoret branch and got the assistance,0,0,0,0,0,"April 30, 2021 at 05:23 PM",Neutral,102,17,2,"['safaricomplc', 'thankyou', 'safaricom', 'plc', 'i', 'visited', 'safaricom', 'house', 'eldoret', 'branch', 'and', 'got', 'the', 'assistance']","['safaricomplc', 'thankyou', 'safaricom', 'plc', 'i', 'visited', 'safaricom', 'house', 'eldoret', 'branch', 'and', 'got', 'the', 'assistance']",safaricomplc thankyou safaricom plc i visited safaricom house eldoret branch and got the assistance
dennajeal safaricom my voice is my password,0,0,0,0,0,"April 30, 2021 at 06:54 AM",Data protection and privacy concern,45,9,1,"['dennajeal', 'safaricom', 'my', 'voice', 'is', 'my', 'password']","['dennajeal', 'safaricom', 'my', 'voice', 'is', 'my', 'password']",dennajeal safaricom my voice is my password
bravinyuri safaricom are charging between 20 22 interest in their okoa jahazi in case of late repayment okoa jahazi is not a regulated financial institution this problem started recently they should be sued,0,0,0,0,0,"April 29, 2021 at 12:40 PM",Data protection and privacy concern,214,40,4,"['bravinyuri', 'safaricom', 'are', 'charging', 'between', '20', '22', 'interest', 'in', 'their', 'okoa', 'jahazi', 'in', 'case', 'of', 'late', 'repayment', 'okoa', 'jahazi', 'is', 'not', 'a', 'regulated', 'financial', 'institution', 'this', 'problem', 'started', 'recently', 'they', 'should', 'be', 'sued']","['bravinyuri', 'safaricom', 'are', 'charging', 'between', '20', '22', 'interest', 'in', 'their', 'okoa', 'jahazi', 'in', 'case', 'of', 'late', 'repayment', 'okoa', 'jahazi', 'is', 'not', 'a', 'regulated', 'financial', 'institution', 'this', 'problem', 'started', 'recently', 'they', 'should', 'be', 'sued']",bravinyuri safaricom are charging between 20 22 interest in their okoa jahazi in case of late repayment okoa jahazi is not a regulated financial institution this problem started recently they should be sued
hudumakenya nandezofficke kakaeriki ntvkenya mbona hamueki namba ya safaricomplc safaricom airtelke or telkomkenya instead of punishing us with such awkward numbers,0,0,0,0,0,"April 28, 2021 at 06:40 PM",Customer care complaint,178,31,2,"['hudumakenya', 'nandezofficke', 'kakaeriki', 'ntvkenya', 'mbona', 'hamueki', 'namba', 'ya', 'safaricomplc', 'safaricom', 'airtelke', 'or', 'telkomkenya', 'instead', 'of', 'punishing', 'us', 'with', 'such', 'awkward', 'numbers']","['hudumakenya', 'nandezofficke', 'kakaeriki', 'ntvkenya', 'mbona', 'hamueki', 'namba', 'ya', 'safaricomplc', 'safaricom', 'airtelke', 'or', 'telkomkenya', 'instead', 'of', 'punishing', 'u', 'with', 'such', 'awkward', 'number']",hudumakenya nandezofficke kakaeriki ntvkenya mbona hamueki namba ya safaricomplc safaricom airtelke or telkomkenya instead of punishing u with such awkward number
africa the most beautiful continent in the world chose africa chose life full of native plants africa unity must occur and we will win itlife got better safaricom the better optionbatack obama mpesathe founder of mobile money transfer jeremycruel2,3,0,1,0,0,"April 28, 2021 at 04:27 AM",Neutral,258,53,2,"['africa', 'the', 'most', 'beautiful', 'continent', 'in', 'the', 'world', 'chose', 'africa', 'chose', 'life', 'full', 'of', 'native', 'plants', 'africa', 'unity', 'must', 'occur', 'and', 'we', 'will', 'win', 'itlife', 'got', 'better', 'safaricom', 'the', 'better', 'optionbatack', 'obama', 'mpesathe', 'founder', 'of', 'mobile', 'money', 'transfer', 'jeremycruel2']","['africa', 'the', 'most', 'beautiful', 'continent', 'in', 'the', 'world', 'chose', 'africa', 'chose', 'life', 'full', 'of', 'native', 'plant', 'africa', 'unity', 'must', 'occur', 'and', 'we', 'will', 'win', 'itlife', 'got', 'better', 'safaricom', 'the', 'better', 'optionbatack', 'obama', 'mpesathe', 'founder', 'of', 'mobile', 'money', 'transfer', 'jeremycruel2']",africa the most beautiful continent in the world chose africa chose life full of native plant africa unity must occur and we will win itlife got better safaricom the better optionbatack obama mpesathe founder of mobile money transfer jeremycruel2
safaricom why have you removed the online system it was so convenient and now you have upgraded your app so older phones cannot use it anymore not all of us can have state of the art technology at hand please consider this when your making your changes,0,0,0,0,0,"April 27, 2021 at 09:35 AM",Customer care complaint,253,49,1,"['safaricom', 'why', 'have', 'you', 'removed', 'the', 'online', 'system', 'it', 'was', 'so', 'convenient', 'and', 'now', 'you', 'have', 'upgraded', 'your', 'app', 'so', 'older', 'phones', 'can', 'not', 'use', 'it', 'anymore', 'not', 'all', 'of', 'us', 'can', 'have', 'state', 'of', 'the', 'art', 'technology', 'at', 'hand', 'please', 'consider', 'this', 'when', 'your', 'making', 'your', 'changes']","['safaricom', 'why', 'have', 'you', 'removed', 'the', 'online', 'system', 'it', 'wa', 'so', 'convenient', 'and', 'now', 'you', 'have', 'upgraded', 'your', 'app', 'so', 'older', 'phone', 'can', 'not', 'use', 'it', 'anymore', 'not', 'all', 'of', 'u', 'can', 'have', 'state', 'of', 'the', 'art', 'technology', 'at', 'hand', 'please', 'consider', 'this', 'when', 'your', 'making', 'your', 'change']",safaricom why have you removed the online system it wa so convenient and now you have upgraded your app so older phone can not use it anymore not all of u can have state of the art technology at hand please consider this when your making your change
safaricomplc how does this makes sense safaricom ama mmetuibia hadi mkachanganyikiwa 1gb at 100bob 7days 350mb 99 7days 800mbs 200 7days hamwoni mnatuibia hadi mkakuwa confused as embarambamba said he was confusedi,0,0,0,0,0,"April 27, 2021 at 04:13 AM",Internet or airtime bundle complaint,246,41,1,"['safaricomplc', 'how', 'does', 'this', 'makes', 'sense', 'safaricom', 'ama', 'mmetuibia', 'hadi', 'mkachanganyikiwa', '1gb', 'at', '100bob', '7days', '350mb', '99', '7days', '800mbs', '200', '7days', 'hamwoni', 'mnatuibia', 'hadi', 'mkakuwa', 'confused', 'as', 'embarambamba', 'said', 'he', 'was', 'confusedi']","['safaricomplc', 'how', 'doe', 'this', 'make', 'sense', 'safaricom', 'ama', 'mmetuibia', 'hadi', 'mkachanganyikiwa', '1gb', 'at', '100bob', '7days', '350mb', '99', '7days', '800mbs', '200', '7days', 'hamwoni', 'mnatuibia', 'hadi', 'mkakuwa', 'confused', 'a', 'embarambamba', 'said', 'he', 'wa', 'confusedi']",safaricomplc how doe this make sense safaricom ama mmetuibia hadi mkachanganyikiwa 1gb at 100bob 7days 350mb 99 7days 800mbs 200 7days hamwoni mnatuibia hadi mkakuwa confused a embarambamba said he wa confusedi
this is how many streams you need to make 100 shillings these metrics are available publicly safaricom skiza metrics are not available that is not by mistake but by plan,14,12,0,1,0,"April 26, 2021 at 07:09 PM",Neutral,200,38,5,"['this', 'is', 'how', 'many', 'streams', 'you', 'need', 'to', 'make', '100', 'shillings', 'these', 'metrics', 'are', 'available', 'publicly', 'safaricom', 'skiza', 'metrics', 'are', 'not', 'available', 'that', 'is', 'not', 'by', 'mistake', 'but', 'by', 'plan']","['this', 'is', 'how', 'many', 'stream', 'you', 'need', 'to', 'make', '100', 'shilling', 'these', 'metric', 'are', 'available', 'publicly', 'safaricom', 'skiza', 'metric', 'are', 'not', 'available', 'that', 'is', 'not', 'by', 'mistake', 'but', 'by', 'plan']",this is how many stream you need to make 100 shilling these metric are available publicly safaricom skiza metric are not available that is not by mistake but by plan
totaltelecom mtnza safaricom lets hope the bids are high enough so that ethiopian government doesnt get reason to cancel the whole thing they already mentioned about this few weeks back so this is a possibility and would not surprise me one bit,0,0,0,0,0,"April 26, 2021 at 03:21 PM",Neutral,253,51,2,"['totaltelecom', 'mtnza', 'safaricom', 'lets', 'hope', 'the', 'bids', 'are', 'high', 'enough', 'so', 'that', 'ethiopian', 'government', 'doesnt', 'get', 'reason', 'to', 'cancel', 'the', 'whole', 'thing', 'they', 'already', 'mentioned', 'about', 'this', 'few', 'weeks', 'back', 'so', 'this', 'is', 'a', 'possibility', 'and', 'would', 'not', 'surprise', 'me', 'one', 'bit']","['totaltelecom', 'mtnza', 'safaricom', 'let', 'hope', 'the', 'bid', 'are', 'high', 'enough', 'so', 'that', 'ethiopian', 'government', 'doesnt', 'get', 'reason', 'to', 'cancel', 'the', 'whole', 'thing', 'they', 'already', 'mentioned', 'about', 'this', 'few', 'week', 'back', 'so', 'this', 'is', 'a', 'possibility', 'and', 'would', 'not', 'surprise', 'me', 'one', 'bit']",totaltelecom mtnza safaricom let hope the bid are high enough so that ethiopian government doesnt get reason to cancel the whole thing they already mentioned about this few week back so this is a possibility and would not surprise me one bit
do we now know the identity of ethiopias two new telco players mtnza and a safaricomled consortium have been announced as having bid for new licences in one of the worlds last remaining telecoms monopolies,2,0,1,0,0,"April 26, 2021 at 03:07 PM",Neutral,237,45,2,"['do', 'we', 'now', 'know', 'the', 'identity', 'of', 'ethiopias', 'two', 'new', 'telco', 'players', 'mtnza', 'and', 'a', 'safaricomled', 'consortium', 'have', 'been', 'announced', 'as', 'having', 'bid', 'for', 'new', 'licences', 'in', 'one', 'of', 'the', 'worlds', 'last', 'remaining', 'telecoms', 'monopolies']","['do', 'we', 'now', 'know', 'the', 'identity', 'of', 'ethiopia', 'two', 'new', 'telco', 'player', 'mtnza', 'and', 'a', 'safaricomled', 'consortium', 'have', 'been', 'announced', 'a', 'having', 'bid', 'for', 'new', 'licence', 'in', 'one', 'of', 'the', 'world', 'last', 'remaining', 'telecom', 'monopoly']",do we now know the identity of ethiopia two new telco player mtnza and a safaricomled consortium have been announced a having bid for new licence in one of the world last remaining telecom monopoly
cisnyakundi do you think the govt should seek the peoples express consent your direct approval before adjusting upwards the amount of loans the state can borrow using your name peterndegwa safaricom,0,0,0,0,0,"April 26, 2021 at 02:00 PM",Data protection and privacy concern,231,41,2,"['cisnyakundi', 'do', 'you', 'think', 'the', 'govt', 'should', 'seek', 'the', 'peoples', 'express', 'consent', 'your', 'direct', 'approval', 'before', 'adjusting', 'upwards', 'the', 'amount', 'of', 'loans', 'the', 'state', 'can', 'borrow', 'using', 'your', 'name', 'peterndegwa', 'safaricom']","['cisnyakundi', 'do', 'you', 'think', 'the', 'govt', 'should', 'seek', 'the', 'people', 'express', 'consent', 'your', 'direct', 'approval', 'before', 'adjusting', 'upwards', 'the', 'amount', 'of', 'loan', 'the', 'state', 'can', 'borrow', 'using', 'your', 'name', 'peterndegwa', 'safaricom']",cisnyakundi do you think the govt should seek the people express consent your direct approval before adjusting upwards the amount of loan the state can borrow using your name peterndegwa safaricom
cisnyakundi do you think the govt should seek the peoples express consent before adjusting upwards the amount of loans the state can borrow using your name peterndegwa safaricom,0,0,0,0,0,"April 26, 2021 at 01:57 PM",Data protection and privacy concern,208,36,2,"['cisnyakundi', 'do', 'you', 'think', 'the', 'govt', 'should', 'seek', 'the', 'peoples', 'express', 'consent', 'before', 'adjusting', 'upwards', 'the', 'amount', 'of', 'loans', 'the', 'state', 'can', 'borrow', 'using', 'your', 'name', 'peterndegwa', 'safaricom']","['cisnyakundi', 'do', 'you', 'think', 'the', 'govt', 'should', 'seek', 'the', 'people', 'express', 'consent', 'before', 'adjusting', 'upwards', 'the', 'amount', 'of', 'loan', 'the', 'state', 'can', 'borrow', 'using', 'your', 'name', 'peterndegwa', 'safaricom']",cisnyakundi do you think the govt should seek the people express consent before adjusting upwards the amount of loan the state can borrow using your name peterndegwa safaricom
safaricom slowly loosing sim1 priviledgemtakaa nyuma ya battery,0,0,0,0,0,"April 26, 2021 at 01:35 PM",Network reliability problem,69,12,1,"['safaricom', 'slowly', 'loosing', 'sim1', 'priviledgemtakaa', 'nyuma', 'ya', 'battery']","['safaricom', 'slowly', 'loosing', 'sim1', 'priviledgemtakaa', 'nyuma', 'ya', 'battery']",safaricom slowly loosing sim1 priviledgemtakaa nyuma ya battery
do you want to own a piece of earth with ready title deeds faith and hope property caters for that with availability of social ammenities like good road networkschool nearbyideal for farmingwater and electricity on site etc call 0700927735 safaricomkitengela peter ndegw,1,0,0,0,0,"April 26, 2021 at 11:53 AM",Neutral,280,56,3,"['do', 'you', 'want', 'to', 'own', 'a', 'piece', 'of', 'earth', 'with', 'ready', 'title', 'deeds', 'faith', 'and', 'hope', 'property', 'caters', 'for', 'that', 'with', 'availability', 'of', 'social', 'ammenities', 'like', 'good', 'road', 'networkschool', 'nearbyideal', 'for', 'farmingwater', 'and', 'electricity', 'on', 'site', 'etc', 'call', '0700927735', 'safaricomkitengela', 'peter', 'ndegw']","['do', 'you', 'want', 'to', 'own', 'a', 'piece', 'of', 'earth', 'with', 'ready', 'title', 'deed', 'faith', 'and', 'hope', 'property', 'caters', 'for', 'that', 'with', 'availability', 'of', 'social', 'ammenities', 'like', 'good', 'road', 'networkschool', 'nearbyideal', 'for', 'farmingwater', 'and', 'electricity', 'on', 'site', 'etc', 'call', '0700927735', 'safaricomkitengela', 'peter', 'ndegw']",do you want to own a piece of earth with ready title deed faith and hope property caters for that with availability of social ammenities like good road networkschool nearbyideal for farmingwater and electricity on site etc call 0700927735 safaricomkitengela peter ndegw
bobcollymore was more efficient as the ceo of safaricom whats happening now with peterndegwa is taking things back,1,1,0,0,0,"April 26, 2021 at 11:31 AM",Neutral,121,24,2,"['bobcollymore', 'was', 'more', 'efficient', 'as', 'the', 'ceo', 'of', 'safaricom', 'whats', 'happening', 'now', 'with', 'peterndegwa', 'is', 'taking', 'things', 'back']","['bobcollymore', 'wa', 'more', 'efficient', 'a', 'the', 'ceo', 'of', 'safaricom', 'whats', 'happening', 'now', 'with', 'peterndegwa', 'is', 'taking', 'thing', 'back']",bobcollymore wa more efficient a the ceo of safaricom whats happening now with peterndegwa is taking thing back
kucoolkid mrx2theworld wametambua safaricom io design,1,0,0,0,0,"April 26, 2021 at 09:45 AM",Neutral,61,10,1,"['kucoolkid', 'mrx2theworld', 'wametambua', 'safaricom', 'io', 'design']","['kucoolkid', 'mrx2theworld', 'wametambua', 'safaricom', 'io', 'design']",kucoolkid mrx2theworld wametambua safaricom io design
safaricom will soon lose its sim1 honours watch the space,0,0,0,0,0,"April 26, 2021 at 08:51 AM",Neutral,61,13,1,"['safaricom', 'will', 'soon', 'lose', 'its', 'sim1', 'honours', 'watch', 'the', 'space']","['safaricom', 'will', 'soon', 'lose', 'it', 'sim1', 'honour', 'watch', 'the', 'space']",safaricom will soon lose it sim1 honour watch the space
amdejavu comradefyat richujay poverty is making you think using safaricom is a status symbol of the wealthy on a side note the more people that deviate to the other providers the more that goal is reached,6,0,0,0,0,"April 26, 2021 at 08:35 AM",Neutral,213,42,2,"['amdejavu', 'comradefyat', 'richujay', 'poverty', 'is', 'making', 'you', 'think', 'using', 'safaricom', 'is', 'a', 'status', 'symbol', 'of', 'the', 'wealthy', 'on', 'a', 'side', 'note', 'the', 'more', 'people', 'that', 'deviate', 'to', 'the', 'other', 'providers', 'the', 'more', 'that', 'goal', 'is', 'reached']","['amdejavu', 'comradefyat', 'richujay', 'poverty', 'is', 'making', 'you', 'think', 'using', 'safaricom', 'is', 'a', 'status', 'symbol', 'of', 'the', 'wealthy', 'on', 'a', 'side', 'note', 'the', 'more', 'people', 'that', 'deviate', 'to', 'the', 'other', 'provider', 'the', 'more', 'that', 'goal', 'is', 'reached']",amdejavu comradefyat richujay poverty is making you think using safaricom is a status symbol of the wealthy on a side note the more people that deviate to the other provider the more that goal is reached
saai net ya airtelke inashika mpaka kwa number za safaricom,1,0,0,0,0,"April 26, 2021 at 07:49 AM",Network reliability problem,87,15,1,"['saai', 'net', 'ya', 'airtelke', 'inashika', 'mpaka', 'kwa', 'number', 'za', 'safaricom']","['saai', 'net', 'ya', 'airtelke', 'inashika', 'mpaka', 'kwa', 'number', 'za', 'safaricom']",saai net ya airtelke inashika mpaka kwa number za safaricom
safaricom naona mmeanza kumedi,0,0,0,0,0,"April 26, 2021 at 07:44 AM",Neutral,36,5,1,"['safaricom', 'naona', 'mmeanza', 'kumedi']","['safaricom', 'naona', 'mmeanza', 'kumedi']",safaricom naona mmeanza kumedi
its high time for airtel and telcom to rise to the occasionam still in pain after my mpesa commission was takenthe wounds are still new the month of feb and marchsafaricom you hurt the spec,2,0,0,0,0,"April 26, 2021 at 06:14 AM",MPESA complaint,198,46,1,"['its', 'high', 'time', 'for', 'airtel', 'and', 'telcom', 'to', 'rise', 'to', 'the', 'occasionam', 'still', 'in', 'pain', 'after', 'my', 'mpesa', 'commission', 'was', 'takenthe', 'wounds', 'are', 'still', 'new', 'the', 'month', 'of', 'feb', 'and', 'marchsafaricom', 'you', 'hurt', 'the', 'spec']","['it', 'high', 'time', 'for', 'airtel', 'and', 'telcom', 'to', 'rise', 'to', 'the', 'occasionam', 'still', 'in', 'pain', 'after', 'my', 'mpesa', 'commission', 'wa', 'takenthe', 'wound', 'are', 'still', 'new', 'the', 'month', 'of', 'feb', 'and', 'marchsafaricom', 'you', 'hurt', 'the', 'spec']",it high time for airtel and telcom to rise to the occasionam still in pain after my mpesa commission wa takenthe wound are still new the month of feb and marchsafaricom you hurt the spec
bana till now safaricom internet is really disturbing i have not been able to cover even part of my morning session due to these inconveniences,1,0,0,0,0,"April 26, 2021 at 05:41 AM",Internet or airtime bundle complaint,145,27,2,"['bana', 'till', 'now', 'safaricom', 'internet', 'is', 'really', 'disturbing', 'i', 'have', 'not', 'been', 'able', 'to', 'cover', 'even', 'part', 'of', 'my', 'morning', 'session', 'due', 'to', 'these', 'inconveniences']","['bana', 'till', 'now', 'safaricom', 'internet', 'is', 'really', 'disturbing', 'i', 'have', 'not', 'been', 'able', 'to', 'cover', 'even', 'part', 'of', 'my', 'morning', 'session', 'due', 'to', 'these', 'inconvenience']",bana till now safaricom internet is really disturbing i have not been able to cover even part of my morning session due to these inconvenience
safaricom the geosafari app stopped working for us in diaspora we can make calls only on airtel lines and not safaricom,0,0,0,0,0,"April 26, 2021 at 01:04 AM",Network reliability problem,123,23,2,"['safaricom', 'the', 'geosafari', 'app', 'stopped', 'working', 'for', 'us', 'in', 'diaspora', 'we', 'can', 'make', 'calls', 'only', 'on', 'airtel', 'lines', 'and', 'not', 'safaricom']","['safaricom', 'the', 'geosafari', 'app', 'stopped', 'working', 'for', 'u', 'in', 'diaspora', 'we', 'can', 'make', 'call', 'only', 'on', 'airtel', 'line', 'and', 'not', 'safaricom']",safaricom the geosafari app stopped working for u in diaspora we can make call only on airtel line and not safaricom
safaricom network in migori is questionabletreat this information the way you want,0,0,0,0,0,"April 25, 2021 at 06:54 PM",Network reliability problem,87,15,1,"['safaricom', 'network', 'in', 'migori', 'is', 'questionabletreat', 'this', 'information', 'the', 'way', 'you', 'want']","['safaricom', 'network', 'in', 'migori', 'is', 'questionabletreat', 'this', 'information', 'the', 'way', 'you', 'want']",safaricom network in migori is questionabletreat this information the way you want
kenyapowercare guys whats up cant buy tokens from safaricom,0,0,0,0,0,"April 25, 2021 at 03:36 PM",MPESA complaint,64,13,1,"['kenyapowercare', 'guys', 'whats', 'up', 'cant', 'buy', 'tokens', 'from', 'safaricom']","['kenyapowercare', 'guy', 'whats', 'up', 'cant', 'buy', 'token', 'from', 'safaricom']",kenyapowercare guy whats up cant buy token from safaricom
safaricomplc kiruti hello safaricom i never received any free bundles on my 20th birthday this year,0,0,1,0,0,"April 24, 2021 at 06:21 PM",Internet or airtime bundle complaint,103,20,1,"['safaricomplc', 'kiruti', 'hello', 'safaricom', 'i', 'never', 'received', 'any', 'free', 'bundles', 'on', 'my', '20th', 'birthday', 'this', 'year']","['safaricomplc', 'kiruti', 'hello', 'safaricom', 'i', 'never', 'received', 'any', 'free', 'bundle', 'on', 'my', '20th', 'birthday', 'this', 'year']",safaricomplc kiruti hello safaricom i never received any free bundle on my 20th birthday this year
safaricom my patience i running out why are you not refunding my money,0,0,0,0,0,"April 24, 2021 at 03:15 PM",Customer care complaint,73,16,2,"['safaricom', 'my', 'patience', 'i', 'running', 'out', 'why', 'are', 'you', 'not', 'refunding', 'my', 'money']","['safaricom', 'my', 'patience', 'i', 'running', 'out', 'why', 'are', 'you', 'not', 'refunding', 'my', 'money']",safaricom my patience i running out why are you not refunding my money
faibajtl your service is terrible if it wasnt for safaricom i wouldnt be able to partake in online lectures or research for assignments ill be sending my safaricom statements to you for reimbursement,0,0,0,0,0,"April 24, 2021 at 10:52 AM",Internet or airtime bundle complaint,207,44,3,"['faibajtl', 'your', 'service', 'is', 'terrible', 'if', 'it', 'wasnt', 'for', 'safaricom', 'i', 'wouldnt', 'be', 'able', 'to', 'partake', 'in', 'online', 'lectures', 'or', 'research', 'for', 'assignments', 'ill', 'be', 'sending', 'my', 'safaricom', 'statements', 'to', 'you', 'for', 'reimbursement']","['faibajtl', 'your', 'service', 'is', 'terrible', 'if', 'it', 'wasnt', 'for', 'safaricom', 'i', 'wouldnt', 'be', 'able', 'to', 'partake', 'in', 'online', 'lecture', 'or', 'research', 'for', 'assignment', 'ill', 'be', 'sending', 'my', 'safaricom', 'statement', 'to', 'you', 'for', 'reimbursement']",faibajtl your service is terrible if it wasnt for safaricom i wouldnt be able to partake in online lecture or research for assignment ill be sending my safaricom statement to you for reimbursement
safaricom what are you doing about poor home fiber in parklands please dont forget we were in zuku before you came,0,0,0,0,0,"April 23, 2021 at 12:39 PM",Network reliability problem,118,25,2,"['safaricom', 'what', 'are', 'you', 'doing', 'about', 'poor', 'home', 'fiber', 'in', 'parklands', 'please', 'dont', 'forget', 'we', 'were', 'in', 'zuku', 'before', 'you', 'came']","['safaricom', 'what', 'are', 'you', 'doing', 'about', 'poor', 'home', 'fiber', 'in', 'parkland', 'please', 'dont', 'forget', 'we', 'were', 'in', 'zuku', 'before', 'you', 'came']",safaricom what are you doing about poor home fiber in parkland please dont forget we were in zuku before you came
thanks to the safaricom youth orchestra george ndungu has been able to learn and teach people to play the oboe instrument safaricomyouthorchestra safaricom twendetukiuke,3,2,0,0,0,"April 23, 2021 at 05:15 AM",Neutral,198,33,1,"['thanks', 'to', 'the', 'safaricom', 'youth', 'orchestra', 'george', 'ndungu', 'has', 'been', 'able', 'to', 'learn', 'and', 'teach', 'people', 'to', 'play', 'the', 'oboe', 'instrument', 'safaricomyouthorchestra', 'safaricom', 'twendetukiuke']","['thanks', 'to', 'the', 'safaricom', 'youth', 'orchestra', 'george', 'ndungu', 'ha', 'been', 'able', 'to', 'learn', 'and', 'teach', 'people', 'to', 'play', 'the', 'oboe', 'instrument', 'safaricomyouthorchestra', 'safaricom', 'twendetukiuke']",thanks to the safaricom youth orchestra george ndungu ha been able to learn and teach people to play the oboe instrument safaricomyouthorchestra safaricom twendetukiuke
safaricomplc thanks for replying to us safaricom the best option,0,0,1,0,0,"April 23, 2021 at 03:32 AM",Neutral,66,12,1,"['safaricomplc', 'thanks', 'for', 'replying', 'to', 'us', 'safaricom', 'the', 'best', 'option']","['safaricomplc', 'thanks', 'for', 'replying', 'to', 'u', 'safaricom', 'the', 'best', 'option']",safaricomplc thanks for replying to u safaricom the best option
martingicheru joydoreenbiira yes both safaricom and carrefourke are great partners of theweeecentre and have ewaste bins where you can drop off ewaste,2,0,0,0,0,"April 22, 2021 at 02:51 PM",Neutral,158,28,1,"['martingicheru', 'joydoreenbiira', 'yes', 'both', 'safaricom', 'and', 'carrefourke', 'are', 'great', 'partners', 'of', 'theweeecentre', 'and', 'have', 'ewaste', 'bins', 'where', 'you', 'can', 'drop', 'off', 'ewaste']","['martingicheru', 'joydoreenbiira', 'yes', 'both', 'safaricom', 'and', 'carrefourke', 'are', 'great', 'partner', 'of', 'theweeecentre', 'and', 'have', 'ewaste', 'bin', 'where', 'you', 'can', 'drop', 'off', 'ewaste']",martingicheru joydoreenbiira yes both safaricom and carrefourke are great partner of theweeecentre and have ewaste bin where you can drop off ewaste
youngice5 safaricom airtelke,0,0,0,0,0,"April 22, 2021 at 12:09 PM",Neutral,40,7,1,"['youngice5', 'safaricom', 'airtelke']","['youngice5', 'safaricom', 'airtelke']",youngice5 safaricom airtelke
youngice5 mrsmswakii safaricom airtelke telkomkenya this is where everyone should be,1,0,0,0,0,"April 22, 2021 at 09:23 AM",Neutral,94,17,1,"['youngice5', 'mrsmswakii', 'safaricom', 'airtelke', 'telkomkenya', 'this', 'is', 'where', 'everyone', 'should', 'be']","['youngice5', 'mrsmswakii', 'safaricom', 'airtelke', 'telkomkenya', 'this', 'is', 'where', 'everyone', 'should', 'be']",youngice5 mrsmswakii safaricom airtelke telkomkenya this is where everyone should be
safaricom has also invested about kes23 million in projects that helped to scale up the livelihoods of communities around the conservancy and kes85 million into supporting community conservation projects in the larger northern kenya area lewasafarimarathon twendetukiuke,0,0,0,0,0,"April 22, 2021 at 08:54 AM",Neutral,274,40,1,"['safaricom', 'has', 'also', 'invested', 'about', 'kes23', 'million', 'in', 'projects', 'that', 'helped', 'to', 'scale', 'up', 'the', 'livelihoods', 'of', 'communities', 'around', 'the', 'conservancy', 'and', 'kes85', 'million', 'into', 'supporting', 'community', 'conservation', 'projects', 'in', 'the', 'larger', 'northern', 'kenya', 'area', 'lewasafarimarathon', 'twendetukiuke']","['safaricom', 'ha', 'also', 'invested', 'about', 'kes23', 'million', 'in', 'project', 'that', 'helped', 'to', 'scale', 'up', 'the', 'livelihood', 'of', 'community', 'around', 'the', 'conservancy', 'and', 'kes85', 'million', 'into', 'supporting', 'community', 'conservation', 'project', 'in', 'the', 'larger', 'northern', 'kenya', 'area', 'lewasafarimarathon', 'twendetukiuke']",safaricom ha also invested about kes23 million in project that helped to scale up the livelihood of community around the conservancy and kes85 million into supporting community conservation project in the larger northern kenya area lewasafarimarathon twendetukiuke
angiraokoth safaricom please check dmjamo,1,0,0,0,0,"April 21, 2021 at 04:00 PM",Neutral,45,7,1,"['angiraokoth', 'safaricom', 'please', 'check', 'dmjamo']","['angiraokoth', 'safaricom', 'please', 'check', 'dmjamo']",angiraokoth safaricom please check dmjamo
airtelke the issue is still here and if you promise your clients that you would get to them once the issue is resolved how comes i was never contacted the airtel line is still not picking on my phone 2 minutes ago i had a safaricom line on the same slot 2 minutes ago,1,1,1,0,0,"April 21, 2021 at 03:48 PM",Customer care complaint,299,64,5,"['airtelke', 'the', 'issue', 'is', 'still', 'here', 'and', 'if', 'you', 'promise', 'your', 'clients', 'that', 'you', 'would', 'get', 'to', 'them', 'once', 'the', 'issue', 'is', 'resolved', 'how', 'comes', 'i', 'was', 'never', 'contacted', 'the', 'airtel', 'line', 'is', 'still', 'not', 'picking', 'on', 'my', 'phone', '2', 'minutes', 'ago', 'i', 'had', 'a', 'safaricom', 'line', 'on', 'the', 'same', 'slot', '2', 'minutes', 'ago']","['airtelke', 'the', 'issue', 'is', 'still', 'here', 'and', 'if', 'you', 'promise', 'your', 'client', 'that', 'you', 'would', 'get', 'to', 'them', 'once', 'the', 'issue', 'is', 'resolved', 'how', 'come', 'i', 'wa', 'never', 'contacted', 'the', 'airtel', 'line', 'is', 'still', 'not', 'picking', 'on', 'my', 'phone', '2', 'minute', 'ago', 'i', 'had', 'a', 'safaricom', 'line', 'on', 'the', 'same', 'slot', '2', 'minute', 'ago']",airtelke the issue is still here and if you promise your client that you would get to them once the issue is resolved how come i wa never contacted the airtel line is still not picking on my phone 2 minute ago i had a safaricom line on the same slot 2 minute ago
humphre78566578 safaricomcare safaricom and for some reasons you think youve made it in life,0,0,0,0,0,"April 21, 2021 at 05:25 AM",Hate Speech,101,20,1,"['humphre78566578', 'safaricomcare', 'safaricom', 'and', 'for', 'some', 'reasons', 'you', 'think', 'youve', 'made', 'it', 'in', 'life']","['humphre78566578', 'safaricomcare', 'safaricom', 'and', 'for', 'some', 'reason', 'you', 'think', 'youve', 'made', 'it', 'in', 'life']",humphre78566578 safaricomcare safaricom and for some reason you think youve made it in life
