Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text
safaricomkindly reverse my wrong transaction i did,0,0,1,0,8,"August 5, 2023 at 06:48 PM",MPESA complaint,78,13,1,"['safaricomkindly', 'reverse', 'my', 'wrong', 'transaction', 'i', 'did']","['safaricomkindly', 'reverse', 'my', 'wrong', 'transaction', 'i', 'did']"
madira soccer assassins has won the vihiga county safaricom chapa dimba finals and bagged kes 75000 they will represent the county in the western region championship the assasins are on their way to another mission in nakuru to face kibera soccer tomorrow at 12 footballke,2,1,0,0,119,"August 5, 2023 at 05:14 PM",Neutral,303,52,3,"['madira', 'soccer', 'assassins', 'has', 'won', 'the', 'vihiga', 'county', 'safaricom', 'chapa', 'dimba', 'finals', 'and', 'bagged', 'kes', '75000', 'they', 'will', 'represent', 'the', 'county', 'in', 'the', 'western', 'region', 'championship', 'the', 'assasins', 'are', 'on', 'their', 'way', 'to', 'another', 'mission', 'in', 'nakuru', 'to', 'face', 'kibera', 'soccer', 'tomorrow', 'at', '12', 'footballke']","['madira', 'soccer', 'assassin', 'ha', 'won', 'the', 'vihiga', 'county', 'safaricom', 'chapa', 'dimba', 'final', 'and', 'bagged', 'kes', '75000', 'they', 'will', 'represent', 'the', 'county', 'in', 'the', 'western', 'region', 'championship', 'the', 'assasins', 'are', 'on', 'their', 'way', 'to', 'another', 'mission', 'in', 'nakuru', 'to', 'face', 'kibera', 'soccer', 'tomorrow', 'at', '12', 'footballke']"
safaricom care why are you not responding to my issue,0,0,0,0,6,"August 5, 2023 at 11:18 AM",Customer care complaint,54,11,1,"['safaricom', 'care', 'why', 'are', 'you', 'not', 'responding', 'to', 'my', 'issue']","['safaricom', 'care', 'why', 'are', 'you', 'not', 'responding', 'to', 'my', 'issue']"
polokimanii no its happening every wherei input 1gb for 24 hrs bundle zinaisha in less than 6 hrssafaricomim still trying solve this equation,0,0,0,0,252,"August 5, 2023 at 10:54 AM",Internet or airtime bundle complaint,159,36,1,"['polokimanii', 'no', 'its', 'happening', 'every', 'wherei', 'input', '1gb', 'for', '24', 'hrs', 'bundle', 'zinaisha', 'in', 'less', 'than', '6', 'hrssafaricomim', 'still', 'trying', 'solve', 'this', 'equation']","['polokimanii', 'no', 'it', 'happening', 'every', 'wherei', 'input', '1gb', 'for', '24', 'hr', 'bundle', 'zinaisha', 'in', 'less', 'than', '6', 'hrssafaricomim', 'still', 'trying', 'solve', 'this', 'equation']"
vjacekenya safaricom zii,0,0,0,0,22,"August 4, 2023 at 03:38 PM",Neutral,30,5,1,"['vjacekenya', 'safaricom', 'zii']","['vjacekenya', 'safaricom', 'zii']"
guleidamina greatomz safaricom whatsapp me at 326am,2,0,0,0,55,"August 3, 2023 at 05:45 PM",Neutral,61,12,1,"['guleidamina', 'greatomz', 'safaricom', 'whatsapp', 'me', 'at', '326am']","['guleidamina', 'greatomz', 'safaricom', 'whatsapp', 'me', 'at', '326am']"
jumaf3 uberkenya safaricom are going to run into serious cashflow problems uberkenya wants to reap the benefits of holding on to that cash for a few days,0,0,0,0,23,"August 3, 2023 at 03:45 PM",Neutral,167,34,2,"['jumaf3', 'uberkenya', 'safaricom', 'are', 'going', 'to', 'run', 'into', 'serious', 'cashflow', 'problems', 'uberkenya', 'wants', 'to', 'reap', 'the', 'benefits', 'of', 'holding', 'on', 'to', 'that', 'cash', 'for', 'a', 'few', 'days']","['jumaf3', 'uberkenya', 'safaricom', 'are', 'going', 'to', 'run', 'into', 'serious', 'cashflow', 'problem', 'uberkenya', 'want', 'to', 'reap', 'the', 'benefit', 'of', 'holding', 'on', 'to', 'that', 'cash', 'for', 'a', 'few', 'day']"
jumaf3 uberkenya safaricom this is going to be a pain point for most uber driversinstead of rider paying directly to drivers by mpesa which theyve been doing anyway uberkenya wants riders to pay to directly to their account they will hold these for a week and pay drivers every tuesday soon drivers,0,0,0,0,35,"August 3, 2023 at 03:43 PM",MPESA complaint,310,63,2,"['jumaf3', 'uberkenya', 'safaricom', 'this', 'is', 'going', 'to', 'be', 'a', 'pain', 'point', 'for', 'most', 'uber', 'driversinstead', 'of', 'rider', 'paying', 'directly', 'to', 'drivers', 'by', 'mpesa', 'which', 'theyve', 'been', 'doing', 'anyway', 'uberkenya', 'wants', 'riders', 'to', 'pay', 'to', 'directly', 'to', 'their', 'account', 'they', 'will', 'hold', 'these', 'for', 'a', 'week', 'and', 'pay', 'drivers', 'every', 'tuesday', 'soon', 'drivers']","['jumaf3', 'uberkenya', 'safaricom', 'this', 'is', 'going', 'to', 'be', 'a', 'pain', 'point', 'for', 'most', 'uber', 'driversinstead', 'of', 'rider', 'paying', 'directly', 'to', 'driver', 'by', 'mpesa', 'which', 'theyve', 'been', 'doing', 'anyway', 'uberkenya', 'want', 'rider', 'to', 'pay', 'to', 'directly', 'to', 'their', 'account', 'they', 'will', 'hold', 'these', 'for', 'a', 'week', 'and', 'pay', 'driver', 'every', 'tuesday', 'soon', 'driver']"
greatomz crystalsimeoni safaricom whatsapp will probably remember to call back at 200am,1,0,1,0,60,"August 3, 2023 at 02:29 PM",Neutral,97,17,1,"['greatomz', 'crystalsimeoni', 'safaricom', 'whatsapp', 'will', 'probably', 'remember', 'to', 'call', 'back', 'at', '200am']","['greatomz', 'crystalsimeoni', 'safaricom', 'whatsapp', 'will', 'probably', 'remember', 'to', 'call', 'back', 'at', '200am']"
guleidamina crystalsimeoni safaricom whatsapp look at the two of you i will be calling for an intervention meeting,1,0,1,0,106,"August 3, 2023 at 02:11 PM",Neutral,123,24,2,"['guleidamina', 'crystalsimeoni', 'safaricom', 'whatsapp', 'look', 'at', 'the', 'two', 'of', 'you', 'i', 'will', 'be', 'calling', 'for', 'an', 'intervention', 'meeting']","['guleidamina', 'crystalsimeoni', 'safaricom', 'whatsapp', 'look', 'at', 'the', 'two', 'of', 'you', 'i', 'will', 'be', 'calling', 'for', 'an', 'intervention', 'meeting']"
crystalsimeoni safaricom whatsapp greatomz stories of our lives,1,0,1,0,66,"August 3, 2023 at 11:12 AM",Neutral,71,13,1,"['crystalsimeoni', 'safaricom', 'whatsapp', 'greatomz', 'stories', 'of', 'our', 'lives']","['crystalsimeoni', 'safaricom', 'whatsapp', 'greatomz', 'story', 'of', 'our', 'life']"
news uberkenya amp safaricom partner to launch mpesa payments soko directory,7,1,2,0,1247,"August 3, 2023 at 10:32 AM",Neutral,109,20,1,"['news', 'uberkenya', 'amp', 'safaricom', 'partner', 'to', 'launch', 'mpesa', 'payments', 'soko', 'directory']","['news', 'uberkenya', 'amp', 'safaricom', 'partner', 'to', 'launch', 'mpesa', 'payment', 'soko', 'directory']"
uberkenya and safaricom nse scom have launched a partnership that will see riders across kenya pay for trips through mpesa,0,0,0,0,150,"August 3, 2023 at 10:20 AM",Neutral,156,30,3,"['uberkenya', 'and', 'safaricom', 'nse', 'scom', 'have', 'launched', 'a', 'partnership', 'that', 'will', 'see', 'riders', 'across', 'kenya', 'pay', 'for', 'trips', 'through', 'mpesa']","['uberkenya', 'and', 'safaricom', 'nse', 'scom', 'have', 'launched', 'a', 'partnership', 'that', 'will', 'see', 'rider', 'across', 'kenya', 'pay', 'for', 'trip', 'through', 'mpesa']"
guleidamina safaricom whatsapp greatomz i am with you half the time im like 2am thoughi cant send thiscome morning i have forgotten,2,0,1,0,46,"August 3, 2023 at 10:10 AM",Neutral,152,34,1,"['guleidamina', 'safaricom', 'whatsapp', 'greatomz', 'i', 'am', 'with', 'you', 'half', 'the', 'time', 'im', 'like', '2am', 'thoughi', 'cant', 'send', 'thiscome', 'morning', 'i', 'have', 'forgotten']","['guleidamina', 'safaricom', 'whatsapp', 'greatomz', 'i', 'am', 'with', 'you', 'half', 'the', 'time', 'im', 'like', '2am', 'thoughi', 'cant', 'send', 'thiscome', 'morning', 'i', 'have', 'forgotten']"
crystalsimeoni safaricom whatsapp atleast you understand me unlike greatomz,1,0,1,0,48,"August 3, 2023 at 09:44 AM",Neutral,84,14,1,"['crystalsimeoni', 'safaricom', 'whatsapp', 'atleast', 'you', 'understand', 'me', 'unlike', 'greatomz']","['crystalsimeoni', 'safaricom', 'whatsapp', 'atleast', 'you', 'understand', 'me', 'unlike', 'greatomz']"
guleidamina safaricom whatsapp me toooooooo,1,0,1,0,60,"August 3, 2023 at 09:41 AM",Neutral,46,8,1,"['guleidamina', 'safaricom', 'whatsapp', 'me', 'toooooooo']","['guleidamina', 'safaricom', 'whatsapp', 'me', 'toooooooo']"
greatomz safaricom whatsapp,0,0,0,0,35,"August 3, 2023 at 09:41 AM",Neutral,36,7,1,"['greatomz', 'safaricom', 'whatsapp']","['greatomz', 'safaricom', 'whatsapp']"
guleidamina safaricom whatsapp,2,0,1,0,167,"August 3, 2023 at 06:51 AM",Neutral,36,7,1,"['guleidamina', 'safaricom', 'whatsapp']","['guleidamina', 'safaricom', 'whatsapp']"
guleidamina safaricom whatsapp but we always stick to what we know,1,0,0,0,26,"August 2, 2023 at 08:42 PM",Neutral,71,15,1,"['guleidamina', 'safaricom', 'whatsapp', 'but', 'we', 'always', 'stick', 'to', 'what', 'we', 'know']","['guleidamina', 'safaricom', 'whatsapp', 'but', 'we', 'always', 'stick', 'to', 'what', 'we', 'know']"
guleidamina safaricom whatsapp well its not really ontop of peoples list when it comes to the messaging apps but its leaps and bounds better than whatapp what i really love about it is that you can edit messages that have already been sent and the emojis went to havard,1,0,1,0,36,"August 2, 2023 at 08:41 PM",Neutral,282,61,2,"['guleidamina', 'safaricom', 'whatsapp', 'well', 'its', 'not', 'really', 'ontop', 'of', 'peoples', 'list', 'when', 'it', 'comes', 'to', 'the', 'messaging', 'apps', 'but', 'its', 'leaps', 'and', 'bounds', 'better', 'than', 'whatapp', 'what', 'i', 'really', 'love', 'about', 'it', 'is', 'that', 'you', 'can', 'edit', 'messages', 'that', 'have', 'already', 'been', 'sent', 'and', 'the', 'emojis', 'went', 'to', 'havard']","['guleidamina', 'safaricom', 'whatsapp', 'well', 'it', 'not', 'really', 'ontop', 'of', 'people', 'list', 'when', 'it', 'come', 'to', 'the', 'messaging', 'apps', 'but', 'it', 'leap', 'and', 'bound', 'better', 'than', 'whatapp', 'what', 'i', 'really', 'love', 'about', 'it', 'is', 'that', 'you', 'can', 'edit', 'message', 'that', 'have', 'already', 'been', 'sent', 'and', 'the', 'emojis', 'went', 'to', 'havard']"
mreperson safaricom whatsapp i dont know why i have been unable to embrace telegram i suspect i find the data overwhelming,1,0,1,0,43,"August 2, 2023 at 08:35 PM",Neutral,131,26,2,"['mreperson', 'safaricom', 'whatsapp', 'i', 'dont', 'know', 'why', 'i', 'have', 'been', 'unable', 'to', 'embrace', 'telegram', 'i', 'suspect', 'i', 'find', 'the', 'data', 'overwhelming']","['mreperson', 'safaricom', 'whatsapp', 'i', 'dont', 'know', 'why', 'i', 'have', 'been', 'unable', 'to', 'embrace', 'telegram', 'i', 'suspect', 'i', 'find', 'the', 'data', 'overwhelming']"
guleidamina safaricom whatsapp in my opinion i think telegram will be the first to do so they already beat whatsapp to everything elselol when i discovered that you could schedule emails being sent it felt like indiana jones finding the holy grail,1,0,1,0,60,"August 2, 2023 at 08:28 PM",Neutral,260,52,1,"['guleidamina', 'safaricom', 'whatsapp', 'in', 'my', 'opinion', 'i', 'think', 'telegram', 'will', 'be', 'the', 'first', 'to', 'do', 'so', 'they', 'already', 'beat', 'whatsapp', 'to', 'everything', 'elselol', 'when', 'i', 'discovered', 'that', 'you', 'could', 'schedule', 'emails', 'being', 'sent', 'it', 'felt', 'like', 'indiana', 'jones', 'finding', 'the', 'holy', 'grail']","['guleidamina', 'safaricom', 'whatsapp', 'in', 'my', 'opinion', 'i', 'think', 'telegram', 'will', 'be', 'the', 'first', 'to', 'do', 'so', 'they', 'already', 'beat', 'whatsapp', 'to', 'everything', 'elselol', 'when', 'i', 'discovered', 'that', 'you', 'could', 'schedule', 'email', 'being', 'sent', 'it', 'felt', 'like', 'indiana', 'jones', 'finding', 'the', 'holy', 'grail']"
mreperson safaricom whatsapp i know right they should seriously invest love the email feature only wish it could be used in apps more widely used,1,0,1,0,41,"August 2, 2023 at 08:24 PM",Neutral,156,31,3,"['mreperson', 'safaricom', 'whatsapp', 'i', 'know', 'right', 'they', 'should', 'seriously', 'invest', 'love', 'the', 'email', 'feature', 'only', 'wish', 'it', 'could', 'be', 'used', 'in', 'apps', 'more', 'widely', 'used']","['mreperson', 'safaricom', 'whatsapp', 'i', 'know', 'right', 'they', 'should', 'seriously', 'invest', 'love', 'the', 'email', 'feature', 'only', 'wish', 'it', 'could', 'be', 'used', 'in', 'apps', 'more', 'widely', 'used']"
guleidamina safaricom whatsapp i always think of this for whatsapp but then i remember that i have to remember to send a message at a specific time it would make things so much easier especially if youre not in the mood of having a conversation at that specific timelol,1,0,1,0,51,"August 2, 2023 at 08:19 PM",Neutral,277,57,2,"['guleidamina', 'safaricom', 'whatsapp', 'i', 'always', 'think', 'of', 'this', 'for', 'whatsapp', 'but', 'then', 'i', 'remember', 'that', 'i', 'have', 'to', 'remember', 'to', 'send', 'a', 'message', 'at', 'a', 'specific', 'time', 'it', 'would', 'make', 'things', 'so', 'much', 'easier', 'especially', 'if', 'youre', 'not', 'in', 'the', 'mood', 'of', 'having', 'a', 'conversation', 'at', 'that', 'specific', 'timelol']","['guleidamina', 'safaricom', 'whatsapp', 'i', 'always', 'think', 'of', 'this', 'for', 'whatsapp', 'but', 'then', 'i', 'remember', 'that', 'i', 'have', 'to', 'remember', 'to', 'send', 'a', 'message', 'at', 'a', 'specific', 'time', 'it', 'would', 'make', 'thing', 'so', 'much', 'easier', 'especially', 'if', 'youre', 'not', 'in', 'the', 'mood', 'of', 'having', 'a', 'conversation', 'at', 'that', 'specific', 'timelol']"
mobile services safaricom or even whatsapp should develop scheduled messaging features i always seem to rememeber texting or calling back at inappropriate times,5,0,4,0,700,"August 2, 2023 at 07:38 PM",Neutral,170,28,3,"['mobile', 'services', 'safaricom', 'or', 'even', 'whatsapp', 'should', 'develop', 'scheduled', 'messaging', 'features', 'i', 'always', 'seem', 'to', 'rememeber', 'texting', 'or', 'calling', 'back', 'at', 'inappropriate', 'times']","['mobile', 'service', 'safaricom', 'or', 'even', 'whatsapp', 'should', 'develop', 'scheduled', 'messaging', 'feature', 'i', 'always', 'seem', 'to', 'rememeber', 'texting', 'or', 'calling', 'back', 'at', 'inappropriate', 'time']"
safaricom,0,0,0,0,7,"August 1, 2023 at 07:23 PM",Neutral,10,2,1,['safaricom'],['safaricom']
so someone sent me money from canada but he he sent it to the wrong person and the person has switched off the phone the wrong number person what can i do to get my money safaricomcare safaricomplc safaricom,1,0,4,0,87,"August 1, 2023 at 04:15 PM",MPESA complaint,214,45,1,"['so', 'someone', 'sent', 'me', 'money', 'from', 'canada', 'but', 'he', 'he', 'sent', 'it', 'to', 'the', 'wrong', 'person', 'and', 'the', 'person', 'has', 'switched', 'off', 'the', 'phone', 'the', 'wrong', 'number', 'person', 'what', 'can', 'i', 'do', 'to', 'get', 'my', 'money', 'safaricomcare', 'safaricomplc', 'safaricom']","['so', 'someone', 'sent', 'me', 'money', 'from', 'canada', 'but', 'he', 'he', 'sent', 'it', 'to', 'the', 'wrong', 'person', 'and', 'the', 'person', 'ha', 'switched', 'off', 'the', 'phone', 'the', 'wrong', 'number', 'person', 'what', 'can', 'i', 'do', 'to', 'get', 'my', 'money', 'safaricomcare', 'safaricomplc', 'safaricom']"
safaricom have been ignoring my calls for five days thats disgrace disgusting,0,0,0,0,1,"August 1, 2023 at 05:55 AM",Customer care complaint,87,18,1,"['safaricom', 'have', 'been', 'ignoring', 'my', 'calls', 'for', 'five', 'days', 'thats', 'disgrace', 'disgusting']","['safaricom', 'have', 'been', 'ignoring', 'my', 'call', 'for', 'five', 'day', 'thats', 'disgrace', 'disgusting']"
how bad is safaricom mobile internet safaricom,0,0,0,0,25,"July 31, 2023 at 04:15 PM",Network reliability problem,48,9,2,"['how', 'bad', 'is', 'safaricom', 'mobile', 'internet', 'safaricom']","['how', 'bad', 'is', 'safaricom', 'mobile', 'internet', 'safaricom']"
safaricomyou have been awarded 1gb menarimis yangu iko wapi safaricom safaricom,7,0,1,0,2695,"July 31, 2023 at 04:29 AM",Neutral,112,20,1,"['safaricomyou', 'have', 'been', 'awarded', '1gb', 'menarimis', 'yangu', 'iko', 'wapi', 'safaricom', 'safaricom']","['safaricomyou', 'have', 'been', 'awarded', '1gb', 'menarimis', 'yangu', 'iko', 'wapi', 'safaricom', 'safaricom']"
safaricom,0,0,0,0,5,"July 30, 2023 at 12:29 PM",Neutral,10,2,1,['safaricom'],['safaricom']
safaricom i bought a 1gb bundle for a one hour i have not been able to access internet for the past 45 minutes is there something wrong with systems because my clock tells me i have only 18 minutes left,0,0,0,0,27,"July 29, 2023 at 06:53 PM",Network reliability problem,206,44,3,"['safaricom', 'i', 'bought', 'a', '1gb', 'bundle', 'for', 'a', 'one', 'hour', 'i', 'have', 'not', 'been', 'able', 'to', 'access', 'internet', 'for', 'the', 'past', '45', 'minutes', 'is', 'there', 'something', 'wrong', 'with', 'systems', 'because', 'my', 'clock', 'tells', 'me', 'i', 'have', 'only', '18', 'minutes', 'left']","['safaricom', 'i', 'bought', 'a', '1gb', 'bundle', 'for', 'a', 'one', 'hour', 'i', 'have', 'not', 'been', 'able', 'to', 'access', 'internet', 'for', 'the', 'past', '45', 'minute', 'is', 'there', 'something', 'wrong', 'with', 'system', 'because', 'my', 'clock', 'tell', 'me', 'i', 'have', 'only', '18', 'minute', 'left']"
weekly highlights 1 safaricom held its agm yesterday where shareholders approved the establishment of two new subsidiaries to empower and invest in tech startups in kenya the company also announced kes 4808 billion total dividend payout for the year mihrthakar coldtusker alykhansatchu sokoanalyst omwambake theomwangi khusoko spaceyamagari tradingroomke,58,19,3,0,24161,"July 29, 2023 at 12:52 PM",Neutral,372,59,2,"['weekly', 'highlights', '1', 'safaricom', 'held', 'its', 'agm', 'yesterday', 'where', 'shareholders', 'approved', 'the', 'establishment', 'of', 'two', 'new', 'subsidiaries', 'to', 'empower', 'and', 'invest', 'in', 'tech', 'startups', 'in', 'kenya', 'the', 'company', 'also', 'announced', 'kes', '4808', 'billion', 'total', 'dividend', 'payout', 'for', 'the', 'year', 'mihrthakar', 'coldtusker', 'alykhansatchu', 'sokoanalyst', 'omwambake', 'theomwangi', 'khusoko', 'spaceyamagari', 'tradingroomke']","['weekly', 'highlight', '1', 'safaricom', 'held', 'it', 'agm', 'yesterday', 'where', 'shareholder', 'approved', 'the', 'establishment', 'of', 'two', 'new', 'subsidiary', 'to', 'empower', 'and', 'invest', 'in', 'tech', 'startup', 'in', 'kenya', 'the', 'company', 'also', 'announced', 'kes', '4808', 'billion', 'total', 'dividend', 'payout', 'for', 'the', 'year', 'mihrthakar', 'coldtusker', 'alykhansatchu', 'sokoanalyst', 'omwambake', 'theomwangi', 'khusoko', 'spaceyamagari', 'tradingroomke']"
lindahoguttu safaricom you need to explain for kenyans using a diagram how you arrived at your current charges before you adjust to align with finance act 2023,1,1,0,0,92,"July 29, 2023 at 10:15 AM",MPESA complaint,164,30,1,"['lindahoguttu', 'safaricom', 'you', 'need', 'to', 'explain', 'for', 'kenyans', 'using', 'a', 'diagram', 'how', 'you', 'arrived', 'at', 'your', 'current', 'charges', 'before', 'you', 'adjust', 'to', 'align', 'with', 'finance', 'act', '2023']","['lindahoguttu', 'safaricom', 'you', 'need', 'to', 'explain', 'for', 'kenyan', 'using', 'a', 'diagram', 'how', 'you', 'arrived', 'at', 'your', 'current', 'charge', 'before', 'you', 'adjust', 'to', 'align', 'with', 'finance', 'act', '2023']"
safaricomplc this issue about mpesa i find that some of my money is missing from the actual balance even the transactions statement kindly is your system corrupt or are guns working themselves to the empty pockets safaricom,0,0,0,0,60,"July 29, 2023 at 06:14 AM",MPESA complaint,227,40,2,"['safaricomplc', 'this', 'issue', 'about', 'mpesa', 'i', 'find', 'that', 'some', 'of', 'my', 'money', 'is', 'missing', 'from', 'the', 'actual', 'balance', 'even', 'the', 'transactions', 'statement', 'kindly', 'is', 'your', 'system', 'corrupt', 'or', 'are', 'guns', 'working', 'themselves', 'to', 'the', 'empty', 'pockets', 'safaricom']","['safaricomplc', 'this', 'issue', 'about', 'mpesa', 'i', 'find', 'that', 'some', 'of', 'my', 'money', 'is', 'missing', 'from', 'the', 'actual', 'balance', 'even', 'the', 'transaction', 'statement', 'kindly', 'is', 'your', 'system', 'corrupt', 'or', 'are', 'gun', 'working', 'themselves', 'to', 'the', 'empty', 'pocket', 'safaricom']"
nyaundillc kenyapower safaricom its going to be a long day,0,0,0,0,294,"July 28, 2023 at 11:42 AM",Neutral,63,15,1,"['nyaundillc', 'kenyapower', 'safaricom', 'its', 'going', 'to', 'be', 'a', 'long', 'day']","['nyaundillc', 'kenyapower', 'safaricom', 'it', 'going', 'to', 'be', 'a', 'long', 'day']"
the kenyas top it expert surrendering the incidence at ecitzen kplc7news safaricom,0,0,0,0,72,"July 27, 2023 at 03:22 PM",Neutral,113,19,1,"['the', 'kenyas', 'top', 'it', 'expert', 'surrendering', 'the', 'incidence', 'at', 'ecitzen', 'kplc7news', 'safaricom']","['the', 'kenya', 'top', 'it', 'expert', 'surrendering', 'the', 'incidence', 'at', 'ecitzen', 'kplc7news', 'safaricom']"
ecitizenkenya its not a wonder you are down such a bogus site why cant the government hire talented safaricom talent team to build a state of the art system,0,0,0,0,21,"July 27, 2023 at 03:25 AM",Neutral,163,35,3,"['ecitizenkenya', 'its', 'not', 'a', 'wonder', 'you', 'are', 'down', 'such', 'a', 'bogus', 'site', 'why', 'cant', 'the', 'government', 'hire', 'talented', 'safaricom', 'talent', 'team', 'to', 'build', 'a', 'state', 'of', 'the', 'art', 'system']","['ecitizenkenya', 'it', 'not', 'a', 'wonder', 'you', 'are', 'down', 'such', 'a', 'bogus', 'site', 'why', 'cant', 'the', 'government', 'hire', 'talented', 'safaricom', 'talent', 'team', 'to', 'build', 'a', 'state', 'of', 'the', 'art', 'system']"
sidewalkmaniac safaricom nmesaidika thanks for the concern though,0,0,0,0,12,"July 26, 2023 at 06:42 PM",Neutral,71,11,1,"['sidewalkmaniac', 'safaricom', 'nmesaidika', 'thanks', 'for', 'the', 'concern', 'though']","['sidewalkmaniac', 'safaricom', 'nmesaidika', 'thanks', 'for', 'the', 'concern', 'though']"
berylkimuna safaricom fika customer care,0,0,1,0,21,"July 26, 2023 at 06:36 PM",Neutral,42,7,1,"['berylkimuna', 'safaricom', 'fika', 'customer', 'care']","['berylkimuna', 'safaricom', 'fika', 'customer', 'care']"
smutoro kcbgroup safaricomplc safaricomcare i own a mpesa till it baffles me why safaricom charges me to receive money from customer and charge me again when i spend the money,0,1,1,0,333,"July 26, 2023 at 01:35 PM",MPESA complaint,184,38,2,"['smutoro', 'kcbgroup', 'safaricomplc', 'safaricomcare', 'i', 'own', 'a', 'mpesa', 'till', 'it', 'baffles', 'me', 'why', 'safaricom', 'charges', 'me', 'to', 'receive', 'money', 'from', 'customer', 'and', 'charge', 'me', 'again', 'when', 'i', 'spend', 'the', 'money']","['smutoro', 'kcbgroup', 'safaricomplc', 'safaricomcare', 'i', 'own', 'a', 'mpesa', 'till', 'it', 'baffle', 'me', 'why', 'safaricom', 'charge', 'me', 'to', 'receive', 'money', 'from', 'customer', 'and', 'charge', 'me', 'again', 'when', 'i', 'spend', 'the', 'money']"
lilmissidc1 safaricomcare ni maumbwa hawa safaricomcare airtel improve your services,0,0,0,0,114,"July 25, 2023 at 08:32 AM",Hate Speech,91,13,1,"['lilmissidc1', 'safaricomcare', 'ni', 'maumbwa', 'hawa', 'safaricomcare', 'airtel', 'improve', 'your', 'services']","['lilmissidc1', 'safaricomcare', 'ni', 'maumbwa', 'hawa', 'safaricomcare', 'airtel', 'improve', 'your', 'service']"
unakosa kutumia your safaricom line for a while na pia kuiload time the next thing you know youre logged out of wats app and the people who had your contacts are now chat with someone else kumbe headquarters walishauza your numberaqi safaricom wewe,0,0,0,0,102,"July 24, 2023 at 08:45 PM",Data protection and privacy concern,254,49,1,"['unakosa', 'kutumia', 'your', 'safaricom', 'line', 'for', 'a', 'while', 'na', 'pia', 'kuiload', 'time', 'the', 'next', 'thing', 'you', 'know', 'youre', 'logged', 'out', 'of', 'wats', 'app', 'and', 'the', 'people', 'who', 'had', 'your', 'contacts', 'are', 'now', 'chat', 'with', 'someone', 'else', 'kumbe', 'headquarters', 'walishauza', 'your', 'numberaqi', 'safaricom', 'wewe']","['unakosa', 'kutumia', 'your', 'safaricom', 'line', 'for', 'a', 'while', 'na', 'pia', 'kuiload', 'time', 'the', 'next', 'thing', 'you', 'know', 'youre', 'logged', 'out', 'of', 'wats', 'app', 'and', 'the', 'people', 'who', 'had', 'your', 'contact', 'are', 'now', 'chat', 'with', 'someone', 'else', 'kumbe', 'headquarters', 'walishauza', 'your', 'numberaqi', 'safaricom', 'wewe']"
safaricom check dm,0,0,0,0,11,"July 24, 2023 at 06:27 AM",Neutral,19,4,1,"['safaricom', 'check', 'dm']","['safaricom', 'check', 'dm']"
and by the way safaricom plc nowadays you dont reward your customers during their birthdays 1gb worthy of airtime jana nimetegea lakani wapi ilikuwa birthday yangu,1,0,0,0,32,"July 23, 2023 at 03:06 PM",Internet or airtime bundle complaint,165,28,1,"['and', 'by', 'the', 'way', 'safaricom', 'plc', 'nowadays', 'you', 'dont', 'reward', 'your', 'customers', 'during', 'their', 'birthdays', '1gb', 'worthy', 'of', 'airtime', 'jana', 'nimetegea', 'lakani', 'wapi', 'ilikuwa', 'birthday', 'yangu']","['and', 'by', 'the', 'way', 'safaricom', 'plc', 'nowadays', 'you', 'dont', 'reward', 'your', 'customer', 'during', 'their', 'birthday', '1gb', 'worthy', 'of', 'airtime', 'jana', 'nimetegea', 'lakani', 'wapi', 'ilikuwa', 'birthday', 'yangu']"
kiaragomigwi safaricomcare safaricom walilenga,0,0,0,0,19,"July 22, 2023 at 05:46 AM",Neutral,57,8,1,"['kiaragomigwi', 'safaricomcare', 'safaricom', 'walilenga']","['kiaragomigwi', 'safaricomcare', 'safaricom', 'walilenga']"
mamabengbeng safaricomcare safaricom try facebook too,0,0,1,0,24,"July 22, 2023 at 05:07 AM",Neutral,57,9,1,"['mamabengbeng', 'safaricomcare', 'safaricom', 'try', 'facebook', 'too']","['mamabengbeng', 'safaricomcare', 'safaricom', 'try', 'facebook', 'too']"
kiaragomigwi safaricomcare damn what is going on in safaricomcare safaricom,0,0,1,0,26,"July 22, 2023 at 04:58 AM",Customer care complaint,82,14,1,"['kiaragomigwi', 'safaricomcare', 'damn', 'what', 'is', 'going', 'on', 'in', 'safaricomcare', 'safaricom']","['kiaragomigwi', 'safaricomcare', 'damn', 'what', 'is', 'going', 'on', 'in', 'safaricomcare', 'safaricom']"
hey safaricom com mbona nikibuy data ya 1 gb network inakuwanga fake,0,0,0,0,29,"July 21, 2023 at 05:48 PM",Internet or airtime bundle complaint,72,14,1,"['hey', 'safaricom', 'com', 'mbona', 'nikibuy', 'data', 'ya', '1', 'gb', 'network', 'inakuwanga', 'fake']","['hey', 'safaricom', 'com', 'mbona', 'nikibuy', 'data', 'ya', '1', 'gb', 'network', 'inakuwanga', 'fake']"
