Content,Cleaned_Text
"What is happening with safaricom?? I bought  375MB valid for 1 hr. To my shock within 10 minutes, all bundles including Tunikiwa bundles were depleted even before i completed opening a website!! @safaricom.com.
This is very very bad@customercaresafaricom.com.",What is happening with safaricom? I bought MB valid for hr To my shock within minutes all bundles including Tunikiwa bundles were depleted even before i completed opening a website! com This is very very badcom
"m-mama, the maternal healthcare programme created by @VodafoneFdn, has expanded into Kenya thanks to partnership with @GovtofKenya, @USAID, @Safaricom and @MPESA_FDN.

This will help improve maternal and child health in the country.",mmama the maternal healthcare programme created by has expanded into Kenya thanks to partnership with and This will help improve maternal and child health in the country
"Congrats @AmbPower44 &amp; the Partnership 4 the birth of #mmama after a gestation of 9 months, the duration of a pregnancy, giving birth to a term, healthy, beautiful babygirl, named #mmama. Hongera sana @GovKenya @MOH_Kenya @vodafonefoundation @MPESA_FDN @safaricom @KenyaGovernors https://t.co/tcNbNCbM4E",Congrats amp the Partnership the birth of mmama after a gestation of months the duration of a pregnancy giving birth to a term healthy beautiful babygirl named mmama Hongera sana
"What is happening with safaricom?? I bought  375MB valid for 1 hr. To my shock within 10 minutes, all bundles including Tunikiwa bundles were depleted even before i completed opening a website!! @safaricom.com.
This is very very bad.",What is happening with safaricom? I bought MB valid for hr To my shock within minutes all bundles including Tunikiwa bundles were depleted even before i completed opening a website! com This is very very bad
"@Safaricom_Care @SafaricomPLC @safaricom Your Business Internet LTE has become as bad as KPLC 🤬🤬 On, Off, On, Off………. It’s almost like 💯🤬👏🏿👏🏿👏🏿👏🏿",Your Business Internet LTE has become as bad as KPLC On Off On Off Its almost like
"At the Joint Global Disability Summit (GDS) Kenya Chapter by @safaricom and Kenya Disability Network, our E.D. @GichukiJM  joined members of this forum in addressing and discussing innovative ways of advancing disability inclusion. https://t.co/ngQLR8hpH2",At the Joint Global Disability Summit GDS Kenya Chapter by and Kenya Disability Network our ED joined members of this forum in addressing and discussing innovative ways of advancing disability inclusion
New World Record holder Faith Kipyegon's Potrait in a display at KICC.She will remain a champion for this great country.thankyou @Safaricom https://t.co/rmHyw1pC9l,New World Record holder Faith Kipyegons Potrait in a display at KICCShe will remain a champion for this great countrythankyou
"Yaani Nampea pesa y p2 akabuy nayo Bundles alfu akapost upcoming mum, walai huyo mtoto watalea na Safaricom
@safaricomPLC @Safaricom 
Moses kuria Lilian Muli Mwenda",Yaani Nampea pesa y p akabuy nayo Bundles alfu akapost upcoming mum walai huyo mtoto watalea na Safaricom Moses kuria Lilian Muli Mwenda
Fuck @safaricom with their bloody bundles and network,Fuck with their bloody bundles and network
@jothefu_1 @safaricom Talk to Safaricom. I'm just the messenger :) You can also finance the router over 3 years. You have options.,Talk to Safaricom I am just the messenger You can also finance the router over years You have options
@Safaricom Safaricom LTE https://t.co/WWeWeR2L0e went back to customer care offices only to find out that my LTE account is being used by a different client under my name and id and i already returned their equipments two months ago . never deactivated my account. Identity theft,Safaricom LTE went back to customer care offices only to find out that my LTE account is being used by a different client under my name and id and i already returned their equipments two months ago never deactivated my account Identity theft
Hi. You can move it around quite easily in a bad but it does not have or use batteries. Think of it as a fixed WiFi router. On mobile you can check you network settings to see if 5G is available as an option. I have no idea about the design of the router to be honest but it has a lot of range.,Hi You can move it around quite easily in a bad but it does not have or use batteries Think of it as a fixed WiFi router On mobile you can check you network settings to see if G is available as an option I have no idea about the design of the router to be honest but it has a lot of range
"@moseskemibaro @safaricom Interesting developments by Safaricom on 5G.

The TCL image router is portable?

Also, the design is quite interesting any reason behind that design?

For mobile, how can one know if a device supports 5G?

@Fauza4IR  something worth reading",Interesting developments by Safaricom on G The TCL image router is portable? Also the design is quite interesting any reason behind that design? For mobile how can one know if a device supports G? something worth reading
New Blog Post: The Current &amp; Future State of Safaricom 5G In Kenya @ https://t.co/974Gm02dA0 #Safaricom #Safaricom5G #Internet #5G #Nairobi #Kenya #Africa @Safaricom https://t.co/VqnEwvapJP,New Blog Post The Current amp Future State of Safaricom G In Kenya Safaricom SafaricomG Internet G Nairobi Kenya Africa
@Safaricom thanks for the fast wifi,thanks for the fast wifi
"@Gracemathenge39 @safaricom @PayPal @mpesa iko sawa,try now",iko sawatry now
@Gracemathenge39 @safaricom @PayPal @mpesa Is back I just withdraw,Is back I just withdraw
@safaricom @paypal  @mpesa The Paypal-Mpesa website has been under maintenance for close to a week now. Any feedback for your clients as to when we can potentially be able to access our money? #paypalmpesa,The PaypalMpesa website has been under maintenance for close to a week now Any feedback for your clients as to when we can potentially be able to access our money? paypalmpesa
"@safaricom what is this. I have bought data plan of 1GB for 24 hours twice today and in 15 minutes each ATI NAAMBIWA...AUIIII wizi detected 

Dear customer, your deal of the day data balance is below 2MBs. Simply dial *544# to get Data Deals that suite you.",what is this I have bought data plan of GB for hours twice today and in minutes each ATI NAAMBIWAAUII wizi detected Dear customer your deal of the day data balance is below MBs Simply dial to get Data Deals that suite you
@safaricom so much scam going on we need protection,so much scam going on we need protection
"@FaibaJTL 8 days later, promises galore and ill-mannered maintenance team... It's unbelievable @safaricom please call me",days later promises galore and illmannered maintenance team Its unbelievable please call me
"Faces of @Safaricom: Meet Tabitha Mutunga, Project Manager, Technology Enterprise Services who sits at the focal point of mega projects that lead to customer satisfaction https://t.co/3V8dleRBjq by @SafaricomNews",Faces of Meet Tabitha Mutunga Project Manager Technology Enterprise Services who sits at the focal point of mega projects that lead to customer satisfaction by
@moneyacademyKE After my birthday is over @Safaricom 😭😭😭😭,After my birthday is over
@safaricom I've been trying to reach you since 4. Soma Dm.,I have been trying to reach you since Soma Dm
@Safaricom_Care @safaricom,
@Safaricom  1GB bundles for one hours only work at the end of 10 minutes.Clever thieves these ones🤔,GB bundles for one hours only work at the end of minutesClever thieves these ones
"@safaricom regesheni network tuangalie mpira sasa mkii minimize ndio nini, tuvunje line ama, acheni zenyu ata nyinyi👁️",regesheni network tuangalie mpira sasa mkii minimize ndio nini tuvunje line ama acheni zenyu ata nyinyi
@Safaricom_Care @SafaricomPLC @safaricom-care reply washenzi sana,care reply washenzi sana
"AI can clone even your own voice!!

It lends itself to all manner of trickery and abuse.
Think, At @safaricom my voice is my passoword!

#AI needs to be vetted or to go slow!!!!!

https://t.co/YiOhwbGR9k
#itumbi",AI can clone even your own voice! It lends itself to all manner of trickery and abuse Think At my voice is my passoword! AI needs to be vetted or to go slow! itumbi
"This service will help many such as  farmers, senior citizens and even those without cellphones whose relatives want to send them mobile money. Later @safaricom can partner with banks such that the same Bodaboda riders can be enlisted to transact on behalf of the same watejas.",This service will help many such as farmers senior citizens and even those without cellphones whose relatives want to send them mobile money Later can partner with banks such that the same Bodaboda riders can be enlisted to transact on behalf of the same watejas
"But not for some of us. 
Enter ""Mpesa Barabarani"" - @Safaricom, how about you recruiting Bodaboda riders mainly in the rural areas that can serve as Mpesa agents? After a thorough KYC, they will serve as mobile Mpesa agents that can be sent by watejas to transact on their behalf.",But not for some of us Enter Mpesa Barabarani how about you recruiting Bodaboda riders mainly in the rural areas that can serve as Mpesa agents? After a thorough KYC they will serve as mobile Mpesa agents that can be sent by watejas to transact on their behalf
"@ExperienceUSIU @safaricom My dream school,some day.",My dream schoolsome day
"📢Calling upon all our students in the School of Science and Technology, and any other techie enthusiast! Tap into the expertise of @Safaricom PLC Engineering Community as they share practical knowledge on 10 on-demand digital skillsets necessary for tomorrow including #iot , #5g, and #cloudcomputing. 

Don't miss this BUILD BY SAFARICOM technical immersion opportunity aimed at preparing you to meet the demands of the tech industry as you step towards a smarter future!

📅Friday, June 9
⏰11.00am - 2.00pm
📍LT 8, SHSS",Calling upon all our students in the School of Science and Technology and any other techie enthusiast! Tap into the expertise of PLC Engineering Community as they share practical knowledge on ondemand digital skillsets necessary for tomorrow including iot g and cloudcomputing Do not miss this BUILD BY SAFARICOM technical immersion opportunity aimed at preparing you to meet the demands of the tech industry as you step towards a smarter future! Friday June am pm LT SHSS
@RealMrumaDrive @Safaricom,
"@Alexkatiwa @safaricom Hello there, our sincere apologies for the challenge. Unfortunately, we are unable to reverse airtime bought to other mobile networks. We are only able to reverse airtime bought to an Equitel Line. Feel free to engage us in case of any other concern.",Hello there our sincere apologies for the challenge Unfortunately we are unable to reverse airtime bought to other mobile networks We are only able to reverse airtime bought to an Equitel Line Feel free to engage us in case of any other concern
"@safaricom, you guys joke alot naeza aje buy minutes then your system goes down for hours then when it comes back up you tell me I have no minutes hii inaitwa wizi.",you guys joke alot naeza aje buy minutes then your system goes down for hours then when it comes back up you tell me I have no minutes hii inaitwa wizi
@safaricom Leo mmeamua tuoshe sahani za hoteli zote limuru au?,Leo mmeamua tuoshe sahani za hoteli zote limuru au?
"@commercial Bank of Ethiopia (#CBE ) led by its president, @Abiesano and the senior management of @Safaricom Ethiopia are in Kenya on experience sharing visit to build a transformative digital financial service in Ethiopia. https://t.co/Df0jNLpzfG",Bank of Ethiopia CBE led by its president and the senior management of Ethiopia are in Kenya on experience sharing visit to build a transformative digital financial service in Ethiopia
@Safaricom_Care I don't know what is wrong with @safaricom why can't you stop this message as i requested,I do not know what is wrong with why cannot you stop this message as i requested
08:39 Current stuation on Waiyaki way from @Abc stretching to @Safaricom headquarters  https://t.co/vprHQ8zD13 via @JosephsWanz,Current stuation on Waiyaki way from stretching to headquarters via
@omwambaKE True @safaricom stealing from people and customer care doesn't seem to care ni story za jaba tu,True stealing from people and customer care does not seem to care ni story za jaba tu
@safaricom 20 bob ni kitu yA kuiba kweli,bob ni kitu yA kuiba kweli
"@Jim_the_Great_ @safaricom Hi Dakita.
We take note of your concerns.
Please DM us your mobile number and details of the transaction received for us to advise.
https://t.co/uJrto50nXT",Hi Dakita We take note of your concerns Please DM us your mobile number and details of the transaction received for us to advise
@omwambaKE @safaricom plc you just reduced my fuliza to 0😭,plc you just reduced my fuliza to
@Safaricom_Care I am contemplating ditching @safaricom to a new service. You’re taking too long to solve very simple issues. It’s 4hrs now. I’m very disappointed.,I am contemplating ditching to a new service Youre taking too long to solve very simple issues Its hrs now Im very disappointed
"@vicky_geff @Kakka_Kanyugi @Safaricom Care,So unfortunate that such a big network can't inform customers about system downtime.#Safaricom",CareSo unfortunate that such a big network cannot inform customers about system downtimeSafaricom
@Jim_the_Great_ @omwambaKE @safaricom @KeEquityBank @SafaricomPLC They took away my money. 39k. I haven't recovered yet. They're thugs @SafaricomPLC @KeEquityBank,They took away my money k I have not recovered yet They are thugs
@Jim_the_Great_ @omwambaKE @safaricom @KeEquityBank @SafaricomPLC @MayAaron7,
"@safaricom
What’s wrong with net today? Frustrating!",Whats wrong with net today? Frustrating!
@SafaricomPLC @Rhino_Charge @safaricom,
@Safaricom subscribers are facing network issues with calls and SMS not going through. There's no communication from the company. @Safaricom_Care,subscribers are facing network issues with calls and SMS not going through There is no communication from the company
@Safaricom_Care @safaricom mko na wizi sanaa nashinda nimenunua bundles na hakuna kitu inakuja ni pesa mnajua kukata maumbwa nyinyi and its not for the 1st time or 2 nd ni tabia yenuu,mko na wizi sanaa nashinda nimenunua bundles na hakuna kitu inakuja ni pesa mnajua kukata maumbwa nyinyi and its not for the st time or nd ni tabia yenuu
@njorogemichael2 @safaricom Yes at roysambu and am facing the same issue with both of my lines.,Yes at roysambu and am facing the same issue with both of my lines
What's happening with safaricom @safaricom network is down,Whats happening with safaricom network is down
@Safaricom_Care @safaricom  this issue is becoming frustrating to be honest I repay back the loan but still you guys deny then tomorrow when someone refuses to repay back the loan you guys bug us with messages after every second ...,this issue is becoming frustrating to be honest I repay back the loan but still you guys deny then tomorrow when someone refuses to repay back the loan you guys bug us with messages after every second
"@Safaricom_Care Hi there @Safaricom, I'm an Mpesa attendant. There's a requirement for all the Mpesa agents to submit PDF copies of good conduct, ID and KRA PIN. At moment I'm in Saudi Arabia but I have entrusted my son in-law with it. My good conduct is out dated. Pls help",Hi there I am an Mpesa attendant There is a requirement for all the Mpesa agents to submit PDF copies of good conduct ID and KRA PIN At moment I am in Saudi Arabia but I have entrusted my son inlaw with it My good conduct is out dated Pls help
@omwambaKE @safaricom,
@Safaricom I have had my ringtone for than a decade you can verify. I am a true Kenyan. I have had my WhatsApp status for more than 5 years. ASL these information speaks a lot,I have had my ringtone for than a decade you can verify I am a true Kenyan I have had my WhatsApp status for more than years ASL these information speaks a lot
"@EmmaClaudine @MTNRwanda Nonese bazitwe abajura ryari 
Baashyiraho amategeko kubera ntawe bahanganye kerek haje nka @safaricom 
Cyangwa hakagaruka @Telcom  yakera Wareba.  @MTNRwanda  nabajura knd bingufu",Nonese bazitwe abajura ryari Baashyiraho amategeko kubera ntawe bahanganye kerek haje nka Cyangwa hakagaruka yakera Wareba nabajura knd bingufu
"DAY 2;
📷RECAP ON EMPLOYMENT OPPORTUNITIES FOR PWDs
📷""Disabled people are talented, we need to fight ableism. A lot of employers assume that disabled people cant do the job""
@inABLEorg 
@Blindeforbundet 
@safaricom
@KenyaAirways 
#InclusiveAfrica2023
#a11yafrica https://t.co/IMHJtAPG28",DAY RECAP ON EMPLOYMENT OPPORTUNITIES FOR PWDs Disabled people are talented we need to fight ableism A lot of employers assume that disabled people cant do the job InclusiveAfrica ayafrica
@Safaricom_Care @safaricom This is where you're directing me??? https://t.co/gfKMTwhIMF,This is where you are directing me?
@MorynCikuh @safaricom Where do they get numbers from?,Where do they get numbers from?
"@MorynCikuh @safaricom Hi Moryn, Kindly DM https://t.co/TAomGV6qZ1  the transaction message for us to assist with reversal.^BK",Hi Moryn Kindly DM the transaction message for us to assist with reversalBK
@MorynCikuh @safaricom Ona wakora wamejaa kwa replies....@Safaricom_Care help a baby girl here,Ona wakora wamejaa kwa replies help a baby girl here
dear @safaricom  need reversal to a paybill i made..possible??,dear need reversal to a paybill i madepossible?
@Safaricom snapped with the tiktok bundle actually.,snapped with the tiktok bundle actually
@Safaricon_Care @safaricom Kende mbwa takataka msenge chura mla watu,Kende mbwa takataka msenge chura mla watu
"Slow @Safaricom internet 
Shiet",Slow internet Shiet
"@Safaricom_Care Iomunee @safaricom . I better call you #Saparikom . Kalyaan notifications chebo #Empesa asikochelewan inyee? This new neomache ayai asiotreton? Anaan amuum matakai aal kiretit? Kokoniin takikosiek taman imwowoon.

KONKOI",Iomunee I better call you Saparikom Kalyaan notifications chebo Empesa asikochelewan inyee? This new neomache ayai asiotreton? Anaan amuum matakai aal kiretit? Kokoniin takikosiek taman imwowoon KONKOI
@Aaroncheruiyot Bwana those eurobonds that you and your bosses swallowed like @safaricom does to our bundles are now taking 8 of every 10 shillings kenya collects as revenue. What transformation are you talking about?,Bwana those eurobonds that you and your bosses swallowed like does to our bundles are now taking of every shillings kenya collects as revenue What transformation are you talking about?
@Themaapundit @safaricom the only option bro 😭.😂 https://t.co/jSAVGenEbh,the only option bro
"@Themaapundit @safaricom anza kugombana ukimfungulia gate,",anza kugombana ukimfungulia gate
@Themaapundit @safaricom Surprise her with a candle lit dinner instead😂,Surprise her with a candle lit dinner instead
Hey  @safaricom M-pesa I can't purchase token and my galfriend is coming 😂😂😂,Hey Mpesa I cannot purchase token and my galfriend is coming
SHEILA A customer support business Agent at Safaricom shop next to Kenya Cinema has wowed me.@safaricom PLC please reward her.she offered me STELLER service,SHEILA A customer support business Agent at Safaricom shop next to Kenya Cinema has wowed me PLC please reward hershe offered me STELLER service
@Safaricom will close this year on 10/- per share.,will close this year on per share
@SafaricomPLC Weeeeee mzeee @safaricom wamekupima...,Wee mzee wamekupima
"What is the current status of Safaricom Plc's financial performance, considering the recent results indicate a decline? Don't miss our exclusive interview with the CFO, where we delve into this and more. @noahkipkemboi @safaricom @nse_plc https://t.co/OIrtEVwvOH",What is the current status of Safaricom Plcs financial performance considering the recent results indicate a decline? Do not miss our exclusive interview with the CFO where we delve into this and more
@safaricom 11289091 internet is very slow on this account for the past week despite being configured😡,internet is very slow on this account for the past week despite being configured
"@safaricom, what's happening? I bought 60 minutes for one hour, it didn't work. It was less than 30 minutes? Ooooh! Are you Udarised!",what is happening? I bought minutes for one hour it did not work It was less than minutes? Oooh! Are you Udarised!
@safaricom Leo  mumetuamulia aje Bungoma?we are losing deals buana no communication,Leo mumetuamulia aje Bungoma?we are losing deals buana no communication
@CarolRadull  u got a missed call from @safaricom,u got a missed call from
@safaricom care mko aje nateseka nitumieni 100k alaf mtakua mkikata kwa bundles zangu,care mko aje nateseka nitumieni k alaf mtakua mkikata kwa bundles zangu
"@SafaricomPLC @safaricom plc.the problem Is your data
Airtel charges:
✓ 1gb @49 per month
✓2gb @99 per month
✓1gb@15 1 hour
✓300 minutes to other networks @300 per month plus 50 minutes daily Airtel to Airtel.
@AIRTEL_KE the best bet",plcthe problem Is your data Airtel charges gb per month gb per month gb hour minutes to other networks per month plus minutes daily Airtel to Airtel the best bet
"@safaricom is dicey since nabii brought in Khawaja;he does not seem to inspire much confidence in the markets.Ideally this is the best time to buy.Everyone lost money during nyayo era
Appointments are viewed by markets with great trepidation
Just buy commercial land and sit on it",is dicey since nabii brought in Khawajahe does not seem to inspire much confidence in the marketsIdeally this is the best time to buyEveryone lost money during nyayo era Appointments are viewed by markets with great trepidation Just buy commercial land and sit on it
"#Ethiopia issued its first mobile money service licence to @Safaricom, signifying a potential move towards liberalisation in the telecoms and banking sectors. By @clynchharry
https://t.co/asrnoi0Urc",Ethiopia issued its first mobile money service licence to signifying a potential move towards liberalisation in the telecoms and banking sectors By
.@Safaricom wants more women to participate in soccer talent scouting competition Chapa Dimba as the telco’s signature tournament makes a come back https://t.co/PuoTDbeYVB,wants more women to participate in soccer talent scouting competition Chapa Dimba as the telcos signature tournament makes a come back
"While @Safaricom's profit has fallen by nearly a quarter for the year ending March 2023, its CEO @PeterNdegwa_ hopes that its investment in Ethiopia will soon pay off.
https://t.co/YRji22iToD",While s profit has fallen by nearly a quarter for the year ending March its CEO hopes that its investment in Ethiopia will soon pay off
@Safaricom was issued a mobile money licence to operate in #Ethiopia this month. Will state-owned @telebirr be able to compete? https://t.co/WMKVTnGH9K,was issued a mobile money licence to operate in Ethiopia this month Will stateowned be able to compete?
".@Safaricom, why is the mobile internet connection in Reru, Seme getting worse and worse? Shouldn’t it improve year by year?",why is the mobile internet connection in Reru Seme getting worse and worse? Shouldnt it improve year by year?
"New government measures hope to provide @Ethiotelecom mobile money offering, @Telebirr, a boost as @Safaricom's M-Pesa gets the green light in #Ethiopia https://t.co/WMKVTnGH9K",New government measures hope to provide mobile money offering a boost as s MPesa gets the green light in Ethiopia
"IS THIS AN ABUSIVE RELATIONSHIP?
I bought 1000 SMS buddle intending to communicate 
@Safaricom_Care @Safaricom PLC, why sell bulk sms and you don't want the customers to use them? Then block the line from sending any sms?",IS THIS AN ABUSIVE RELATIONSHIP? I bought SMS buddle intending to communicate PLC why sell bulk sms and you do not want the customers to use them? Then block the line from sending any sms?
@catfish_ke @JoshNjenga @_GreatnessTupu 😂 @safaricom bana wafanya hyo kitu,bana wafanya hyo kitu
"@Safaricom's profit has fallen by nearly a quarter for year-end 2023 due to the company's investments in #Ethiopia as well as market volatility in #Kenya
https://t.co/YRji22iToD",s profit has fallen by nearly a quarter for yearend due to the companys investments in Ethiopia as well as market volatility in Kenya
@WaruiJohn2 @safaricom Home,Home
@wa_Gamba @safaricom Ok,Ok
"@WaruiJohn2 @WaruiJohn2 Uyo achukue tu @safaricom. They're the most stable. Apo kama anataka stability, iko guaranteed.",Uyo achukue tu They are the most stable Apo kama anataka stability iko guaranteed
"@Safaricom has made huge investments in operations in #Ethiopia. CEO @PeterNdegwa_ believes the punt will pay off by soon.
https://t.co/YRji22iToD",has made huge investments in operations in Ethiopia CEO believes the punt will pay off by soon
"@Safaricom announces a 22% profit loss and suddenly there's a whoooooooping 116Billion loss at NSE! The day safaricom collapses, we'll be COOKED!",announces a profit loss and suddenly there is a whooping Billion loss at NSE! The day safaricom collapses we will be COOKED!
@dcijuja @Safaricom_Care Hey @Safaricom I have an issue with my Fuliza limit,Hey I have an issue with my Fuliza limit
@Ian_yuko_tu @safaricom Imeenda  maze ..  but si ni same co .. so wanamwongezea deni,Imeenda maze but si ni same co so wanamwongezea deni
@Analystmcoastti @safaricom Maybe they have reached their limit so nothing can be deducted,Maybe they have reached their limit so nothing can be deducted
How safaricom cannot reverse money coz someone has Fuliza still beats logic @safaricom,How safaricom cannot reverse money coz someone has Fuliza still beats logic
@Safaricom why is it so difficult to get an accurate mpesa statements via the app. The statements always have missing transactions and customer care then asks that we visit the shop. Why can't this problem that started last year get fixed.?,why is it so difficult to get an accurate mpesa statements via the app The statements always have missing transactions and customer care then asks that we visit the shop Why cannot this problem that started last year get fixed?
"@safaricom. There has been some suspicious activity on my airtime. Daily, 4bob goes to some ghost. Kindly assist.",There has been some suspicious activity on my airtime Daily bob goes to some ghost Kindly assist
"@safaricom plc,you have scanmers all over which is your verified twitter account???",plcyou have scanmers all over which is your verified twitter account?
"@safaricom Kindly note the following number is being used to scam subscribers: 
+254105577944. 
They've reached out to me twice already.",Kindly note the following number is being used to scam subscribers They have reached out to me twice already
@Safaricom_Care @safaricom care,care
"@safaricom,@SafaricomPLC, 3 days in a row ,nanunua data na haifanyi,i've lost much credit,can you help!!!",days in a row nanunua data na haifanyii have lost much creditcan you help!
"#Kenya frontier stock index -25% 4 mos, @Safaricom profit 12 yr worst. #Ethiopia license slow digital rollout, scarce FX $1 billion reserves. $2 billion IMF pursue exchange rate policy-bilateral assure complicate. Nairobi -5% $800 million repay #China new FY. #EmergingMarkets",Kenya frontier stock index mos profit yr worst Ethiopia license slow digital rollout scarce FX billion reserves billion IMF pursue exchange rate policybilateral assure complicate Nairobi million repay China new FY EmergingMarkets
@minayoangela @sightsaver @safaricom @UDPKenya @mkamoriesther Thank you.,Thank you
@NicNyakundi @sightsaver @safaricom @UDPKenya @mkamoriesther Thank you.,Thank you
"@safaricom ; @citizentvkenya

CAN SAFARICOM VERIFY THIS INFO.!! why sub a gents pay 250/= .....?? https://t.co/i903vxMzH5",CAN SAFARICOM VERIFY THIS INFO! why sub a gents pay ?
@asere_riian @sightsaver @safaricom @UDPKenya @mkamoriesther Congratulations 🎉👏,Congratulations
I have noticed that sometimes I buy safaricom data directly from my mpesa and I don't receive the data but they deduct the amount bought @safaricom why are you charging for service not delivered.,I have noticed that sometimes I buy safaricom data directly from my mpesa and I do not receive the data but they deduct the amount bought why are you charging for service not delivered
@asere_riian @sightsaver @safaricom @UDPKenya @mkamoriesther Congratulations 🎊🎉🍾,Congratulations
@mkamoriesther @sightsaver @safaricom @UDPKenya Thank you.,Thank you
@alwasega @sightsaver @safaricom @UDPKenya @mkamoriesther Thanks a lot,Thanks a lot
"@Safaricom_Care @safaricom
Hello, 
I am having issues with my line network. I did bought bundles twice but they are not active, and also safaricom keeps on telling me I have no active data when I have bought. Kindly check and if possible can your agent call me back please dm",Hello I am having issues with my line network I did bought bundles twice but they are not active and also safaricom keeps on telling me I have no active data when I have bought Kindly check and if possible can your agent call me back please dm
@kiplimoNick @safaricom Day light robbery,Day light robbery
"@_victorqb @safaricom 1 minute, 4 bob. Piga hesabu",minute bob Piga hesabu
@_victorqb @safaricom The rate is 4 bob per minute haha heri nipige WhatsApp call,The rate is bob per minute haha heri nipige WhatsApp call
Why does a 27 seconds call cost 2 bob @safaricom are you serious?,Why does a seconds call cost bob are you serious?
@asere_riian @sightsaver @safaricom @UDPKenya A huge congratulations again @asere_riian! 🎊,A huge congratulations again !
Hey @safaricom care please remove this spell mliwekea arsenal 🤔🤔 imagine walikuwa on top now 2nd after this arsenal loss please I hope you will do something for the fans since arsenal fans have started paying offering with bonga points @CarolRadull @Safaricom_Care @SafaricomPLC,Hey care please remove this spell mliwekea arsenal imagine walikuwa on top now nd after this arsenal loss please I hope you will do something for the fans since arsenal fans have started paying offering with bonga points
"Usihate this amazing offer! @Safaricom is selling 4G devices at Archives Nairobi CBD for lightning-fast internet speeds.
#OneGBFreeNaSafaricom https://t.co/B1eEADCtwz",Usihate this amazing offer! is selling G devices at Archives Nairobi CBD for lightningfast internet speeds OneGBFreeNaSafaricom
"@asere_riian @sightsaver @safaricom @UDPKenya @mkamoriesther Congratulations, Maryanne!",Congratulations Maryanne!
The latest Cybersecurity professional in town. Share the internships. @sightsaver @Safaricom @UDPKenya  #ITBridgeAcademy #inclusionmatters @mkamoriesther https://t.co/BbRDFkifrh,The latest Cybersecurity professional in town Share the internships ITBridgeAcademy inclusionmatters
@safaricom customer care service...how long does it take to pick someone's call?I have been calling your number but no response. Very annoying. Nkt,customer care servicehow long does it take to pick someones call?I have been calling your number but no response Very annoying Nkt
There is someone calling through this number saying he is from Kenya power  calling through 0202650090 I have reported through 333 @Safaricom ke @KenyaPower_Care,There is someone calling through this number saying he is from Kenya power calling through I have reported through ke
This is not fair at all 😡😡@Safaricom nimeshinda nikibuy tunukiwa bundles and they are not even working nikinunua hizo bundles hazifanyi kazi kwa simu yangu. You better work in that issue ama tutakosana na nyinyi vibaya sana @Safaricom_Care,This is not fair at all nimeshinda nikibuy tunukiwa bundles and they are not even working nikinunua hizo bundles hazifanyi kazi kwa simu yangu You better work in that issue ama tutakosana na nyinyi vibaya sana
"@Mr_Vc_Official_ Zile simu za @safaricom neon ray,",Zile simu za neon ray
@RaspberryPi_org Wow this is a coincidence as we are anticipating for Raspberry Pi Pico IoT workshop @safaricom,Wow this is a coincidence as we are anticipating for Raspberry Pi Pico IoT workshop
Time unataka kuwatch game na hizi app za simu ndo network ya hupotea kabisaa @safaricom @airtell,Time unataka kuwatch game na hizi app za simu ndo network ya hupotea kabisaa
@njugunakg @Safaricom_Care @safaricom PLC .This is your staff selling your products after you've moved on with experienced and skilled candidates. She was asking me for Fiber pulling licence like serious 😁 https://t.co/0aeVGT65JB,PLC This is your staff selling your products after you have moved on with experienced and skilled candidates She was asking me for Fiber pulling licence like serious
@safaricom PLC kindly respond to my DM.,PLC kindly respond to my DM
The only green card Thank you @safaricom https://t.co/l0teSePZun,The only green card Thank you
@safaricom,
"@Safaricom_Care waa !! No response? I told you to block my number of 0727605701 . 
If the robbers are to mess up with my line ,do you think they haven't done it?? 
Simu pia hamchukui @Safaricom Care!!! Your response cannot help salvage an emergency!!!!",waa ! No response? I told you to block my number of If the robbers are to mess up with my line do you think they have not done it? Simu pia hamchukui Care! Your response cannot help salvage an emergency!
@nicomondi2 @Safaricom_Care @safaricom check data manager maybe you haven't activated it and used it to browse,check data manager maybe you have not activated it and used it to browse
".@Safaricom has signed a deal with the County Government of Elgeyo Marakwet to digitize operations such as payment of parking and single business permits, through myCounty App https://t.co/zYEikjOMmt",has signed a deal with the County Government of Elgeyo Marakwet to digitize operations such as payment of parking and single business permits through myCounty App
"Fuliza ya Biashara service, which is a partnership between @Safaricom and @KCBGroup, is available via the M-PESA Business App and on the Lipa Na M-PESA Transacting Till on *234#",Fuliza ya Biashara service which is a partnership between and is available via the MPESA Business App and on the Lipa Na MPESA Transacting Till on
"The Devolution Conference is around the corner! Register today on the conference website https://t.co/9AaT2iZEI1 to participate

We appreciate the partnership with @Safaricom to ensure that conference registration is seamless and user friendly

#DevolutionConference2023 https://t.co/brkvheeI2Z",The Devolution Conference is around the corner! Register today on the conference website to participate We appreciate the partnership with to ensure that conference registration is seamless and user friendly DevolutionConference
@safaricom simu angu inawasha data na haiwashi torch can u help??🥺😭,simu angu inawasha data na haiwashi torch can u help?
What safaricom  @safaricom is doing to its customers is very unfair...,What safaricom is doing to its customers is very unfair
@Safaricom_Care @SafaricomPLC @safaricom how much do you charge for customer service 🤙 calls,how much do you charge for customer service calls
Ata sijui ka @Safaricom wananiambia imebaki punch ama 75 mbs😂😂,Ata sijui ka wananiambia imebaki punch ama mbs
"@bonifacemwangi @RobertAlai @PeterNdegwa_ I miss it too.
@safaricom bring back the Jazz Festival please.",I miss it too bring back the Jazz Festival please
